sample,DF1,DF2,TDF2,CASCADE
78,0.1354980469,0.0346679688,0.1354980469,-0.0073242188
79,0.1206054688,-0.0073242188,0.1206054688,-0.0053710938
80,0.1120605469,0.0087890625,0.1120605469,-0.0034179688
81,0.1098632812,0.0244140625,0.1098632812,-0.0007324219
82,0.1137695312,-0.0112304688,0.1137695312,0.0014648438
83,0.1230468750,0.0217285156,0.1230468750,0.0036621094
84,0.1367187500,0.0095214844,0.1367187500,0.0056152344
85,0.1535644531,-0.0031738281,0.1535644531,0.0073242188
86,0.1721191406,0.0251464844,0.1721191406,0.0080566406
87,0.1911621094,-0.0007324219,0.1911621094,0.0085449219
88,0.2092285156,0.0087890625,0.2092285156,0.0085449219
89,0.2250976562,0.0187988281,0.2250976562,0.0075683594
90,0.2380371094,-0.0034179688,0.2380371094,0.0065917969
91,0.2475585938,0.0170898438,0.2475585938,0.0048828125
92,0.2534179688,0.0095214844,0.2534179688,0.0029296875
93,0.2556152344,0.0012207031,0.2556152344,0.0007324219
94,0.2543945312,0.0192871094,0.2543945312,-0.0009765625
95,0.2500000000,0.0029296875,0.2500000000,-0.0029296875
96,0.2429199219,0.0090332031,0.2429199219,-0.0046386719
97,0.2338867188,0.0153808594,0.2338867188,-0.0056152344
98,0.2236328125,0.0014648438,0.2236328125,-0.0063476562
99,0.2131347656,0.0139160156,0.2131347656,-0.0068359375
100,0.2033691406,0.0092773438,0.2033691406,-0.0068359375
101,0.1950683594,0.0043945312,0.1950683594,-0.0061035156
102,0.1887207031,0.0156250000,0.1887207031,-0.0051269531
103,0.1843261719,0.0053710938,0.1843261719,-0.0036621094
104,0.1818847656,0.0090332031,0.1818847656,-0.0021972656
105,0.1813964844,0.0129394531,0.1813964844,-0.0004882812
106,0.1826171875,0.0043945312,0.1826171875,0.0014648438
107,0.1850585938,0.0119628906,0.1850585938,0.0029296875
108,0.1882324219,0.0095214844,0.1882324219,0.0041503906
109,0.1916503906,0.0058593750,0.1916503906,0.0051269531
110,0.1950683594,0.0134277344,0.1950683594,0.0058593750
111,0.1982421875,0.0065917969,0.1982421875,0.0061035156
112,0.2009277344,0.0090332031,0.2009277344,0.0058593750
113,0.2028808594,0.0114746094,0.2028808594,0.0053710938
114,0.2041015625,0.0061035156,0.2041015625,0.0046386719
115,0.2045898438,0.0109863281,0.2045898438,0.0034179688
116,0.2045898438,0.0090332031,0.2045898438,0.0021972656
117,0.2043457031,0.0073242188,0.2043457031,0.0004882812
118,0.2041015625,0.0114746094,0.2041015625,-0.0007324219
119,0.2041015625,0.0075683594,0.2041015625,-0.0021972656
120,0.2043457031,0.0090332031,0.2043457031,-0.0034179688
121,0.2048339844,0.0107421875,0.2048339844,-0.0041503906
122,0.2053222656,0.0073242188,0.2053222656,-0.0048828125
123,0.2055664062,0.0104980469,0.2055664062,-0.0048828125
124,0.2053222656,0.0095214844,0.2053222656,-0.0046386719
125,0.2043457031,0.0080566406,0.2043457031,-0.0043945312
126,0.2023925781,0.0104980469,0.2023925781,-0.0034179688
127,0.1994628906,0.0078125000,0.1994628906,-0.0026855469
128,0.1953125000,0.0092773438,0.1953125000,-0.0012207031
129,0.1899414062,0.0100097656,0.1899414062,0.0000000000
130,0.1835937500,0.0080566406,0.1835937500,0.0012207031
131,0.1765136719,0.0100097656,0.1765136719,0.0021972656
132,0.1689453125,0.0090332031,0.1689453125,0.0031738281
133,0.1611328125,0.0085449219,0.1611328125,0.0039062500
134,0.1535644531,0.0100097656,0.1535644531,0.0041503906
135,0.1467285156,0.0087890625,0.1467285156,0.0043945312
136,0.1411132812,0.0090332031,0.1411132812,0.0046386719
137,0.1369628906,0.0097656250,0.1369628906,0.0036621094
138,0.1345214844,0.0083007812,0.1345214844,0.0031738281
139,0.1340332031,0.0097656250,0.1340332031,0.0024414062
140,0.1357421875,0.0092773438,0.1357421875,0.0014648438
141,0.1398925781,0.0087890625,0.1398925781,0.0002441406
142,0.1464843750,0.0097656250,0.1464843750,-0.0007324219
143,0.1555175781,0.0087890625,0.1555175781,-0.0019531250
144,0.1667480469,0.0090332031,0.1667480469,-0.0024414062
145,0.1796875000,0.0095214844,0.1796875000,-0.0031738281
146,0.1938476562,0.0087890625,0.1938476562,-0.0034179688
147,0.2087402344,0.0095214844,0.2087402344,-0.0034179688
148,0.2236328125,0.0092773438,0.2236328125,-0.0034179688
149,0.2377929688,0.0090332031,0.2377929688,-0.0029296875
150,0.2504882812,0.0092773438,0.2504882812,-0.0024414062
151,0.2609863281,0.0090332031,0.2609863281,-0.0017089844
152,0.2685546875,0.0090332031,0.2685546875,-0.0007324219
153,0.2724609375,0.0092773438,0.2724609375,0.0002441406
154,0.2722167969,0.0090332031,0.2722167969,0.0009765625
155,0.2673339844,0.0092773438,0.2673339844,0.0019531250
156,0.2580566406,0.0092773438,0.2580566406,0.0024414062
157,0.2448730469,0.0090332031,0.2448730469,0.0031738281
158,0.2285156250,0.0092773438,0.2285156250,0.0031738281
159,0.2099609375,0.0090332031,0.2099609375,0.0034179688
160,0.1904296875,0.0090332031,0.1904296875,0.0031738281
161,0.1711425781,0.0092773438,0.1711425781,0.0029296875
162,0.1530761719,0.0090332031,0.1530761719,0.0024414062
163,0.1372070312,0.0092773438,0.1372070312,0.0017089844
164,0.1245117188,0.0092773438,0.1245117188,0.0009765625
165,0.1159667969,0.0090332031,0.1159667969,0.0002441406
166,0.1120605469,0.0092773438,0.1120605469,-0.0004882812
167,0.1130371094,0.0090332031,0.1130371094,-0.0012207031
168,0.1188964844,0.0090332031,0.1188964844,-0.0017089844
169,0.1291503906,0.0092773438,0.1291503906,-0.0021972656
170,0.1428222656,0.0090332031,0.1428222656,-0.0026855469
171,0.1589355469,0.0092773438,0.1589355469,-0.0024414062
172,0.1762695312,0.0092773438,0.1762695312,-0.0024414062
173,0.1936035156,0.0090332031,0.1936035156,-0.0019531250
174,0.2099609375,0.0092773438,0.2099609375,-0.0014648438
175,0.2246093750,0.0090332031,0.2246093750,-0.0009765625
176,0.2365722656,0.0090332031,0.2365722656,-0.0004882812
177,0.2451171875,0.0092773438,0.2451171875,0.0002441406
178,0.2497558594,0.0090332031,0.2497558594,0.0009765625
179,0.2502441406,0.0092773438,0.2502441406,0.0017089844
180,0.2465820312,0.0092773438,0.2465820312,0.0019531250
181,0.2392578125,0.0090332031,0.2392578125,0.0024414062
182,0.2290039062,0.0092773438,0.2290039062,0.0026855469
183,0.2167968750,0.0090332031,0.2167968750,0.0021972656
184,0.2036132812,0.0090332031,0.2036132812,0.0021972656
185,0.1904296875,0.0092773438,0.1904296875,0.0021972656
186,0.1779785156,0.0090332031,0.1779785156,0.0019531250
187,0.1669921875,0.0092773438,0.1669921875,0.0014648438
188,0.1582031250,0.0092773438,0.1582031250,0.0007324219
189,0.1520996094,0.0090332031,0.1520996094,0.0002441406
190,0.1489257812,0.0092773438,0.1489257812,-0.0004882812
191,0.1489257812,0.0090332031,0.1489257812,-0.0009765625
192,0.1523437500,0.0090332031,0.1523437500,-0.0012207031
193,0.1591796875,0.0092773438,0.1591796875,-0.0014648438
194,0.1689453125,0.0090332031,0.1689453125,-0.0019531250
195,0.1809082031,0.0092773438,0.1809082031,-0.0017089844
196,0.1943359375,0.0092773438,0.1943359375,-0.0017089844
197,0.2084960938,0.0090332031,0.2084960938,-0.0014648438
198,0.2226562500,0.0092773438,0.2226562500,-0.0009765625
199,0.2358398438,0.0090332031,0.2358398438,-0.0007324219
200,0.2470703125,0.0090332031,0.2470703125,-0.0002441406
201,0.2553710938,0.0092773438,0.2553710938,0.0004882812
202,0.2600097656,0.0090332031,0.2600097656,0.0007324219
203,0.2604980469,0.0092773438,0.2604980469,0.0009765625
204,0.2568359375,0.0092773438,0.2568359375,0.0014648438
205,0.2495117188,0.0090332031,0.2495117188,0.0014648438
206,0.2392578125,0.0092773438,0.2392578125,0.0019531250
207,0.2268066406,0.0090332031,0.2268066406,0.0019531250
208,0.2131347656,0.0090332031,0.2131347656,0.0019531250
209,0.1994628906,0.0092773438,0.1994628906,0.0014648438
210,0.1870117188,0.0090332031,0.1870117188,0.0012207031
211,0.1767578125,0.0092773438,0.1767578125,0.0007324219
212,0.1694335938,0.0092773438,0.1694335938,0.0007324219
213,0.1655273438,0.0090332031,0.1655273438,0.0000000000
214,0.1652832031,0.0092773438,0.1652832031,-0.0002441406
215,0.1684570312,0.0090332031,0.1684570312,-0.0007324219
216,0.1748046875,0.0090332031,0.1748046875,-0.0009765625
217,0.1838378906,0.0092773438,0.1838378906,-0.0012207031
218,0.1948242188,0.0090332031,0.1948242188,-0.0014648438
219,0.2067871094,0.0092773438,0.2067871094,-0.0009765625
220,0.2185058594,0.0092773438,0.2185058594,-0.0012207031
221,0.2287597656,0.0090332031,0.2287597656,-0.0009765625
222,0.2363281250,0.0092773438,0.2363281250,-0.0007324219
223,0.2402343750,0.0090332031,0.2402343750,-0.0004882812
224,0.2399902344,0.0090332031,0.2399902344,-0.0002441406
225,0.2353515625,0.0092773438,0.2353515625,0.0000000000
226,0.2265625000,0.0090332031,0.2265625000,0.0004882812
227,0.2143554688,0.0092773438,0.2143554688,0.0009765625
228,0.1997070312,0.0092773438,0.1997070312,0.0012207031
229,0.1835937500,0.0090332031,0.1835937500,0.0014648438
230,0.1672363281,0.0092773438,0.1672363281,0.0014648438
231,0.1518554688,0.0090332031,0.1518554688,0.0014648438
232,0.1386718750,0.0090332031,0.1386718750,0.0012207031
233,0.1289062500,0.0092773438,0.1289062500,0.0009765625
234,0.1237792969,0.0090332031,0.1237792969,0.0009765625
235,0.1237792969,0.0092773438,0.1237792969,0.0004882812
236,0.1289062500,0.0092773438,0.1289062500,0.0002441406
237,0.1389160156,0.0090332031,0.1389160156,0.0002441406
238,0.1530761719,0.0092773438,0.1530761719,-0.0002441406
239,0.1704101562,0.0090332031,0.1704101562,-0.0002441406
240,0.1896972656,0.0090332031,0.1896972656,-0.0004882812
241,0.2094726562,0.0092773438,0.2094726562,-0.0007324219
242,0.2280273438,0.0090332031,0.2280273438,-0.0009765625
243,0.2436523438,0.0092773438,0.2436523438,-0.0009765625
244,0.2551269531,0.0092773438,0.2551269531,-0.0007324219
245,0.2617187500,0.0090332031,0.2617187500,-0.0007324219
246,0.2629394531,0.0092773438,0.2629394531,-0.0002441406
247,0.2587890625,0.0090332031,0.2587890625,-0.0002441406
248,0.2497558594,0.0090332031,0.2497558594,0.0000000000
249,0.2368164062,0.0092773438,0.2368164062,0.0002441406
250,0.2211914062,0.0090332031,0.2211914062,0.0004882812
251,0.2043457031,0.0092773438,0.2043457031,0.0009765625
252,0.1877441406,0.0092773438,0.1877441406,0.0007324219
253,0.1728515625,0.0090332031,0.1728515625,0.0009765625
254,0.1606445312,0.0092773438,0.1606445312,0.0009765625
255,0.1518554688,0.0090332031,0.1518554688,0.0012207031
256,0.1469726562,0.0090332031,0.1469726562,0.0009765625
257,0.1459960938,0.0092773438,0.1459960938,0.0009765625
258,0.1486816406,0.0090332031,0.1486816406,0.0009765625
259,0.1545410156,0.0092773438,0.1545410156,0.0002441406
260,0.1628417969,0.0092773438,0.1628417969,0.0002441406
261,0.1726074219,0.0090332031,0.1726074219,0.0002441406
262,0.1831054688,0.0092773438,0.1831054688,0.0000000000
263,0.1938476562,0.0090332031,0.1938476562,-0.0002441406
264,0.2043457031,0.0090332031,0.2043457031,-0.0002441406
265,0.2141113281,0.0092773438,0.2141113281,-0.0004882812
266,0.2226562500,0.0090332031,0.2226562500,-0.0007324219
267,0.2294921875,0.0092773438,0.2294921875,-0.0004882812
268,0.2341308594,0.0092773438,0.2341308594,-0.0004882812
269,0.2363281250,0.0090332031,0.2363281250,-0.0002441406
270,0.2360839844,0.0092773438,0.2360839844,-0.0002441406
271,0.2333984375,0.0090332031,0.2333984375,0.0000000000
272,0.2282714844,0.0090332031,0.2282714844,0.0000000000
273,0.2209472656,0.0092773438,0.2209472656,0.0002441406
274,0.2119140625,0.0090332031,0.2119140625,0.0004882812
275,0.2019042969,0.0092773438,0.2019042969,0.0007324219
276,0.1916503906,0.0092773438,0.1916503906,0.0007324219
277,0.1821289062,0.0090332031,0.1821289062,0.0009765625
278,0.1743164062,0.0092773438,0.1743164062,0.0009765625
279,0.1689453125,0.0090332031,0.1689453125,0.0009765625
280,0.1662597656,0.0090332031,0.1662597656,0.0007324219
281,0.1662597656,0.0092773438,0.1662597656,0.0007324219
282,0.1689453125,0.0090332031,0.1689453125,0.0004882812
283,0.1740722656,0.0092773438,0.1740722656,0.0004882812
284,0.1813964844,0.0092773438,0.1813964844,0.0002441406
285,0.1906738281,0.0090332031,0.1906738281,0.0000000000
286,0.2014160156,0.0092773438,0.2014160156,0.0000000000
287,0.2131347656,0.0090332031,0.2131347656,0.0000000000
288,0.2253417969,0.0090332031,0.2253417969,-0.0002441406
289,0.2375488281,0.0092773438,0.2375488281,-0.0002441406
290,0.2492675781,0.0090332031,0.2492675781,-0.0002441406
291,0.2597656250,0.0092773438,0.2597656250,-0.0002441406
292,0.2683105469,0.0092773438,0.2683105469,-0.0002441406
293,0.2741699219,0.0090332031,0.2741699219,0.0000000000
294,0.2766113281,0.0092773438,0.2766113281,-0.0002441406
295,0.2749023438,0.0090332031,0.2749023438,0.0000000000
296,0.2690429688,0.0090332031,0.2690429688,0.0002441406
297,0.2592773438,0.0092773438,0.2592773438,0.0002441406
298,0.2460937500,0.0090332031,0.2460937500,0.0002441406
299,0.2299804688,0.0092773438,0.2299804688,0.0004882812
300,0.2114257812,0.0092773438,0.2114257812,0.0004882812
301,0.1911621094,0.0090332031,0.1911621094,0.0007324219
302,0.1701660156,0.0092773438,0.1701660156,0.0007324219
303,0.1496582031,0.0090332031,0.1496582031,0.0004882812
304,0.1311035156,0.0090332031,0.1311035156,0.0004882812
305,0.1157226562,0.0092773438,0.1157226562,0.0004882812
306,0.1044921875,0.0090332031,0.1044921875,0.0004882812
307,0.0981445312,0.0092773438,0.0981445312,0.0004882812
308,0.0971679688,0.0092773438,0.0971679688,0.0002441406
309,0.1015625000,0.0090332031,0.1015625000,0.0000000000
310,0.1110839844,0.0092773438,0.1110839844,0.0000000000
311,0.1250000000,0.0090332031,0.1250000000,-0.0002441406
312,0.1423339844,0.0090332031,0.1423339844,-0.0002441406
313,0.1618652344,0.0092773438,0.1618652344,-0.0002441406
314,0.1821289062,0.0090332031,0.1821289062,-0.0002441406
315,0.2016601562,0.0092773438,0.2016601562,-0.0002441406
316,0.2192382812,0.0092773438,0.2192382812,-0.0002441406
317,0.2338867188,0.0090332031,0.2338867188,-0.0002441406
318,0.2446289062,0.0092773438,0.2446289062,0.0000000000
319,0.2507324219,0.0090332031,0.2507324219,-0.0002441406
320,0.2514648438,0.0090332031,0.2514648438,0.0002441406
321,0.2463378906,0.0092773438,0.2463378906,0.0002441406
322,0.2353515625,0.0090332031,0.2353515625,0.0002441406
323,0.2189941406,0.0092773438,0.2189941406,0.0002441406
324,0.1982421875,0.0092773438,0.1982421875,0.0004882812
325,0.1745605469,0.0090332031,0.1745605469,0.0004882812
326,0.1496582031,0.0092773438,0.1496582031,0.0007324219
327,0.1254882812,0.0090332031,0.1254882812,0.0004882812
328,0.1037597656,0.0090332031,0.1037597656,0.0004882812
329,0.0861816406,0.0092773438,0.0861816406,0.0004882812
330,0.0744628906,0.0090332031,0.0744628906,0.0004882812
331,0.0700683594,0.0092773438,0.0700683594,0.0002441406
332,0.0739746094,0.0092773438,0.0739746094,0.0002441406
333,0.0866699219,0.0090332031,0.0866699219,0.0002441406
334,0.1079101562,0.0092773438,0.1079101562,0.0000000000
335,0.1364746094,0.0090332031,0.1364746094,0.0000000000
336,0.1706542969,0.0090332031,0.1706542969,0.0002441406
337,0.2080078125,0.0092773438,0.2080078125,0.0000000000
338,0.2458496094,0.0090332031,0.2458496094,-0.0002441406
339,0.2814941406,0.0092773438,0.2814941406,-0.0002441406
340,0.3125000000,0.0092773438,0.3125000000,0.0000000000
341,0.3366699219,0.0090332031,0.3366699219,0.0000000000
342,0.3522949219,0.0092773438,0.3522949219,0.0000000000
343,0.3581542969,0.0090332031,0.3581542969,0.0000000000
344,0.3540039062,0.0090332031,0.3540039062,0.0002441406
345,0.3403320312,0.0092773438,0.3403320312,0.0002441406
346,0.3183593750,0.0090332031,0.3183593750,0.0004882812
347,0.2897949219,0.0092773438,0.2897949219,0.0002441406
348,0.2568359375,0.0092773438,0.2568359375,0.0004882812
349,0.2219238281,0.0090332031,0.2219238281,0.0002441406
350,0.1875000000,0.0092773438,0.1875000000,0.0004882812
351,0.1557617188,0.0090332031,0.1557617188,0.0002441406
352,0.1286621094,0.0090332031,0.1286621094,0.0004882812
353,0.1076660156,0.0092773438,0.1076660156,0.0004882812
354,0.0939941406,0.0090332031,0.0939941406,0.0004882812
355,0.0883789062,0.0092773438,0.0883789062,0.0002441406
356,0.0908203125,0.0092773438,0.0908203125,0.0002441406
357,0.1008300781,0.0090332031,0.1008300781,0.0002441406
358,0.1174316406,0.0092773438,0.1174316406,0.0000000000
359,0.1394042969,0.0090332031,0.1394042969,0.0000000000
360,0.1650390625,0.0090332031,0.1650390625,0.0002441406
361,0.1921386719,0.0092773438,0.1921386719,0.0002441406
362,0.2187500000,0.0090332031,0.2187500000,0.0000000000
363,0.2429199219,0.0092773438,0.2429199219,0.0000000000
364,0.2631835938,0.0092773438,0.2631835938,0.0002441406
365,0.2783203125,0.0090332031,0.2783203125,0.0000000000
366,0.2875976562,0.0092773438,0.2875976562,0.0000000000
367,0.2905273438,0.0090332031,0.2905273438,0.0002441406
368,0.2868652344,0.0090332031,0.2868652344,0.0002441406
369,0.2768554688,0.0092773438,0.2768554688,0.0000000000
370,0.2612304688,0.0090332031,0.2612304688,0.0002441406
371,0.2412109375,0.0092773438,0.2412109375,0.0004882812
372,0.2185058594,0.0092773438,0.2185058594,0.0002441406
373,0.1948242188,0.0090332031,0.1948242188,0.0002441406
374,0.1718750000,0.0092773438,0.1718750000,0.0002441406
375,0.1511230469,0.0090332031,0.1511230469,0.0004882812
376,0.1340332031,0.0090332031,0.1340332031,0.0004882812
377,0.1215820312,0.0092773438,0.1215820312,0.0002441406
378,0.1145019531,0.0090332031,0.1145019531,0.0002441406
379,0.1132812500,0.0092773438,0.1132812500,0.0002441406
380,0.1179199219,0.0092773438,0.1179199219,0.0002441406
381,0.1279296875,0.0090332031,0.1279296875,0.0002441406
382,0.1423339844,0.0092773438,0.1423339844,0.0002441406
383,0.1599121094,0.0090332031,0.1599121094,0.0000000000
384,0.1791992188,0.0090332031,0.1791992188,0.0000000000
385,0.1987304688,0.0092773438,0.1987304688,0.0000000000
386,0.2170410156,0.0090332031,0.2170410156,0.0000000000
387,0.2326660156,0.0092773438,0.2326660156,0.0000000000
388,0.2443847656,0.0092773438,0.2443847656,0.0000000000
389,0.2517089844,0.0090332031,0.2517089844,0.0000000000
390,0.2546386719,0.0092773438,0.2546386719,0.0000000000
391,0.2534179688,0.0090332031,0.2534179688,0.0000000000
392,0.2485351562,0.0090332031,0.2485351562,0.0002441406
393,0.2404785156,0.0092773438,0.2404785156,0.0002441406
394,0.2299804688,0.0090332031,0.2299804688,0.0000000000
395,0.2177734375,0.0092773438,0.2177734375,0.0002441406
396,0.2045898438,0.0092773438,0.2045898438,0.0002441406
397,0.1914062500,0.0090332031,0.1914062500,0.0000000000
398,0.1791992188,0.0092773438,0.1791992188,0.0002441406
399,0.1689453125,0.0090332031,0.1689453125,0.0000000000
400,0.1613769531,0.0090332031,0.1613769531,0.0002441406
401,0.1567382812,0.0092773438,0.1567382812,0.0002441406
402,0.1550292969,0.0090332031,0.1550292969,0.0000000000
403,0.1560058594,0.0092773438,0.1560058594,0.0002441406
404,0.1594238281,0.0092773438,0.1594238281,0.0002441406
405,0.1650390625,0.0090332031,0.1650390625,0.0002441406
406,0.1723632812,0.0092773438,0.1723632812,0.0002441406
407,0.1809082031,0.0090332031,0.1809082031,0.0002441406
408,0.1901855469,0.0090332031,0.1901855469,0.0000000000
409,0.1999511719,0.0092773438,0.1999511719,0.0000000000
410,0.2099609375,0.0090332031,0.2099609375,0.0000000000
411,0.2199707031,0.0092773438,0.2199707031,0.0000000000
412,0.2294921875,0.0092773438,0.2294921875,0.0000000000
413,0.2380371094,0.0090332031,0.2380371094,0.0002441406
414,0.2451171875,0.0092773438,0.2451171875,0.0002441406
415,0.2504882812,0.0090332031,0.2504882812,0.0000000000
416,0.2539062500,0.0090332031,0.2539062500,0.0002441406
417,0.2551269531,0.0092773438,0.2551269531,0.0002441406
418,0.2541503906,0.0090332031,0.2541503906,0.0000000000
419,0.2509765625,0.0092773438,0.2509765625,0.0002441406
420,0.2456054688,0.0092773438,0.2456054688,0.0002441406
421,0.2380371094,0.0090332031,0.2380371094,0.0002441406
422,0.2287597656,0.0092773438,0.2287597656,0.0002441406
423,0.2185058594,0.0090332031,0.2185058594,0.0002441406
424,0.2077636719,0.0090332031,0.2077636719,0.0002441406
425,0.1972656250,0.0092773438,0.1972656250,0.0000000000
426,0.1877441406,0.0090332031,0.1877441406,0.0002441406
427,0.1799316406,0.0092773438,0.1799316406,0.0002441406
428,0.1743164062,0.0092773438,0.1743164062,0.0000000000
429,0.1713867188,0.0090332031,0.1713867188,0.0002441406
430,0.1711425781,0.0092773438,0.1711425781,0.0002441406
431,0.1733398438,0.0090332031,0.1733398438,0.0002441406
432,0.1777343750,0.0090332031,0.1777343750,0.0002441406
433,0.1838378906,0.0092773438,0.1838378906,0.0002441406
434,0.1911621094,0.0090332031,0.1911621094,0.0002441406
435,0.1992187500,0.0092773438,0.1992187500,0.0002441406
436,0.2075195312,0.0092773438,0.2075195312,0.0002441406
437,0.2155761719,0.0090332031,0.2155761719,0.0000000000
438,0.2229003906,0.0092773438,0.2229003906,0.0002441406
439,0.2290039062,0.0090332031,0.2290039062,0.0002441406
440,0.2333984375,0.0090332031,0.2333984375,0.0000000000
441,0.2355957031,0.0092773438,0.2355957031,0.0002441406
442,0.2353515625,0.0090332031,0.2353515625,0.0002441406
443,0.2326660156,0.0092773438,0.2326660156,0.0002441406
444,0.2277832031,0.0092773438,0.2277832031,0.0002441406
445,0.2211914062,0.0090332031,0.2211914062,0.0002441406
446,0.2133789062,0.0092773438,0.2133789062,0.0002441406
447,0.2048339844,0.0090332031,0.2048339844,0.0000000000
448,0.1960449219,0.0090332031,0.1960449219,0.0002441406
449,0.1875000000,0.0092773438,0.1875000000,0.0002441406
450,0.1796875000,0.0090332031,0.1796875000,0.0000000000
451,0.1728515625,0.0092773438,0.1728515625,0.0002441406
452,0.1669921875,0.0092773438,0.1669921875,0.0002441406
453,0.1621093750,0.0090332031,0.1621093750,0.0002441406
454,0.1579589844,0.0092773438,0.1579589844,0.0002441406
455,0.1545410156,0.0090332031,0.1545410156,0.0002441406
456,0.1518554688,0.0090332031,0.1518554688,0.0002441406
457,0.1499023438,0.0092773438,0.1499023438,0.0002441406
458,0.1489257812,0.0090332031,0.1489257812,0.0002441406
