sample,DF1,DF2,TDF2,CASCADE
860,0.0000262260,0.1570886374,0.0000262260,-0.0000001192
861,0.0000256300,0.1570886374,0.0000256300,-0.0000001788
862,0.0000267029,0.1570886374,0.0000267029,-0.0000002384
863,0.0000293851,0.1570886374,0.0000293851,-0.0000002384
864,0.0000334978,0.1570886374,0.0000334978,-0.0000002384
865,0.0000387430,0.1570886374,0.0000387430,-0.0000002980
866,0.0000447631,0.1570886374,0.0000447631,-0.0000002384
867,0.0000511408,0.1570886374,0.0000511408,-0.0000002384
868,0.0000573993,0.1570886374,0.0000573993,-0.0000002384
869,0.0000630617,0.1570886374,0.0000630617,-0.0000001192
870,0.0000676513,0.1570886374,0.0000676513,0.0000000000
871,0.0000708103,0.1570886374,0.0000708103,0.0000000000
872,0.0000723004,0.1570886374,0.0000723004,0.0000000596
873,0.0000720024,0.1570886374,0.0000720024,0.0000001192
874,0.0000699759,0.1570886374,0.0000699759,0.0000001788
875,0.0000663400,0.1570886374,0.0000663400,0.0000001788
876,0.0000613928,0.1570886374,0.0000613928,0.0000002384
877,0.0000555515,0.1570886374,0.0000555515,0.0000002384
878,0.0000492930,0.1570886374,0.0000492930,0.0000001192
879,0.0000430942,0.1570886374,0.0000430942,0.0000001788
880,0.0000373125,0.1570886374,0.0000373125,0.0000001192
881,0.0000323057,0.1570886374,0.0000323057,0.0000000596
882,0.0000283122,0.1570886374,0.0000283122,-0.0000000596
883,0.0000255704,0.1570886374,0.0000255704,-0.0000000596
884,0.0000241995,0.1570886374,0.0000241995,-0.0000001192
885,0.0000242591,0.1570886374,0.0000242591,-0.0000001192
886,0.0000256896,0.1570886374,0.0000256896,-0.0000001788
887,0.0000284314,0.1570886374,0.0000284314,-0.0000002384
888,0.0000323653,0.1570886374,0.0000323653,-0.0000002384
889,0.0000372529,0.1570886374,0.0000372529,-0.0000002384
890,0.0000427961,0.1570886374,0.0000427961,-0.0000002384
891,0.0000486374,0.1570886374,0.0000486374,-0.0000001788
892,0.0000544190,0.1570886374,0.0000544190,-0.0000001788
893,0.0000597835,0.1570886374,0.0000597835,-0.0000001192
894,0.0000644326,0.1570886374,0.0000644326,-0.0000000596
895,0.0000680685,0.1570886374,0.0000680685,0.0000000000
896,0.0000705123,0.1570886374,0.0000705123,0.0000000596
897,0.0000716448,0.1570886374,0.0000716448,0.0000001192
898,0.0000714064,0.1570886374,0.0000714064,0.0000001192
899,0.0000698566,0.1570886374,0.0000698566,0.0000001788
900,0.0000671148,0.1570886374,0.0000671148,0.0000001788
901,0.0000633597,0.1570886374,0.0000633597,0.0000001192
902,0.0000588298,0.1570886374,0.0000588298,0.0000001192
903,0.0000538230,0.1570886374,0.0000538230,0.0000001192
904,0.0000486374,0.1570886374,0.0000486374,0.0000000596
905,0.0000436306,0.1570886374,0.0000436306,0.0000000000
906,0.0000391603,0.1570886374,0.0000391603,-0.0000000596
907,0.0000355244,0.1570886374,0.0000355244,-0.0000001192
908,0.0000329614,0.1570886374,0.0000329614,-0.0000000596
909,0.0000315905,0.1570886374,0.0000315905,-0.0000001192
910,0.0000314713,0.1570886374,0.0000314713,-0.0000001788
911,0.0000326037,0.1570886374,0.0000326037,-0.0000001192
912,0.0000349283,0.1570886374,0.0000349283,-0.0000001788
913,0.0000382662,0.1570886374,0.0000382662,-0.0000001788
914,0.0000423789,0.1570886374,0.0000423789,-0.0000001788
915,0.0000469685,0.1570886374,0.0000469685,-0.0000001192
916,0.0000517368,0.1570886374,0.0000517368,-0.0000000596
917,0.0000563860,0.1570886374,0.0000563860,-0.0000000596
918,0.0000606179,0.1570886374,0.0000606179,0.0000000000
919,0.0000641942,0.1570886374,0.0000641942,-0.0000000596
920,0.0000668764,0.1570886374,0.0000668764,0.0000000000
921,0.0000684857,0.1570886374,0.0000684857,0.0000001192
922,0.0000688434,0.1570886374,0.0000688434,0.0000000596
923,0.0000678301,0.1570886374,0.0000678301,0.0000001192
924,0.0000655055,0.1570886374,0.0000655055,0.0000001192
925,0.0000619888,0.1570886374,0.0000619888,0.0000000596
926,0.0000574589,0.1570886374,0.0000574589,0.0000000596
927,0.0000521541,0.1570886374,0.0000521541,0.0000000596
928,0.0000464320,0.1570886374,0.0000464320,0.0000000596
929,0.0000406504,0.1570886374,0.0000406504,0.0000000000
930,0.0000352263,0.1570886374,0.0000352263,-0.0000000596
931,0.0000306368,0.1570886374,0.0000306368,0.0000000000
932,0.0000272393,0.1570886374,0.0000272393,-0.0000000596
933,0.0000252724,0.1570886374,0.0000252724,-0.0000001192
934,0.0000248551,0.1570886374,0.0000248551,-0.0000001192
935,0.0000260472,0.1570886374,0.0000260472,-0.0000001192
936,0.0000288486,0.1570886374,0.0000288486,-0.0000001192
937,0.0000331998,0.1570886374,0.0000331998,-0.0000001192
938,0.0000389218,0.1570886374,0.0000389218,-0.0000001192
939,0.0000457168,0.1570886374,0.0000457168,-0.0000001192
940,0.0000531673,0.1570886374,0.0000531673,-0.0000000596
941,0.0000607967,0.1570886374,0.0000607967,-0.0000000596
942,0.0000681281,0.1570886374,0.0000681281,0.0000000000
943,0.0000746846,0.1570886374,0.0000746846,0.0000000000
944,0.0000800490,0.1570886374,0.0000800490,0.0000000596
945,0.0000838041,0.1570886374,0.0000838041,0.0000000000
946,0.0000855923,0.1570886374,0.0000855923,0.0000000596
947,0.0000852346,0.1570886374,0.0000852346,0.0000000596
948,0.0000827312,0.1570886374,0.0000827312,0.0000000596
949,0.0000782013,0.1570886374,0.0000782013,0.0000000596
950,0.0000719428,0.1570886374,0.0000719428,0.0000001192
951,0.0000643730,0.1570886374,0.0000643730,0.0000000596
952,0.0000559092,0.1570886374,0.0000559092,0.0000000596
953,0.0000470281,0.1570886374,0.0000470281,0.0000000000
954,0.0000382066,0.1570886374,0.0000382066,-0.0000000596
955,0.0000299811,0.1570886374,0.0000299811,-0.0000000596
956,0.0000228882,0.1570886374,0.0000228882,-0.0000000596
957,0.0000174046,0.1570886374,0.0000174046,-0.0000001192
958,0.0000138283,0.1570886374,0.0000138283,-0.0000000596
959,0.0000123382,0.1570886374,0.0000123382,-0.0000001192
960,0.0000129342,0.1570886374,0.0000129342,-0.0000001192
961,0.0000154972,0.1570886374,0.0000154972,-0.0000001788
962,0.0000197291,0.1570886374,0.0000197291,-0.0000000596
963,0.0000252724,0.1570886374,0.0000252724,-0.0000001192
964,0.0000317097,0.1570886374,0.0000317097,-0.0000001192
965,0.0000386238,0.1570886374,0.0000386238,-0.0000000596
966,0.0000455976,0.1570886374,0.0000455976,-0.0000000596
967,0.0000522137,0.1570886374,0.0000522137,0.0000000000
968,0.0000581145,0.1570886374,0.0000581145,-0.0000000596
969,0.0000630021,0.1570886374,0.0000630021,0.0000000000
970,0.0000666380,0.1570886374,0.0000666380,0.0000000000
971,0.0000688434,0.1570886374,0.0000688434,0.0000000000
972,0.0000695586,0.1570886374,0.0000695586,0.0000000596
973,0.0000688434,0.1570886374,0.0000688434,0.0000000000
974,0.0000668168,0.1570886374,0.0000668168,0.0000000000
975,0.0000636578,0.1570886374,0.0000636578,0.0000000596
976,0.0000595450,0.1570886374,0.0000595450,0.0000000000
977,0.0000546575,0.1570886374,0.0000546575,0.0000000000
978,0.0000492930,0.1570886374,0.0000492930,-0.0000000596
979,0.0000437498,0.1570886374,0.0000437498,-0.0000000596
980,0.0000383258,0.1570886374,0.0000383258,0.0000000000
981,0.0000333190,0.1570886374,0.0000333190,-0.0000001192
982,0.0000289679,0.1570886374,0.0000289679,-0.0000001192
983,0.0000254512,0.1570886374,0.0000254512,-0.0000001192
984,0.0000228882,0.1570886374,0.0000228882,-0.0000001192
985,0.0000213385,0.1570886374,0.0000213385,-0.0000001192
986,0.0000208020,0.1570886374,0.0000208020,-0.0000000596
987,0.0000212789,0.1570886374,0.0000212789,-0.0000000596
988,0.0000226498,0.1570886374,0.0000226498,-0.0000000596
989,0.0000247955,0.1570886374,0.0000247955,-0.0000000596
990,0.0000275970,0.1570886374,0.0000275970,-0.0000000596
991,0.0000309348,0.1570886374,0.0000309348,0.0000000000
992,0.0000346303,0.1570886374,0.0000346303,0.0000000000
993,0.0000385046,0.1570886374,0.0000385046,-0.0000000596
994,0.0000423789,0.1570886374,0.0000423789,0.0000000596
995,0.0000460744,0.1570886374,0.0000460744,0.0000000596
996,0.0000494719,0.1570886374,0.0000494719,0.0000000596
997,0.0000524521,0.1570886374,0.0000524521,0.0000000596
998,0.0000548959,0.1570886374,0.0000548959,0.0000000596
999,0.0000567436,0.1570886374,0.0000567436,0.0000000000
1000,0.0000579357,0.1570886374,0.0000579357,0.0000000000
1001,0.0000584722,0.1570886374,0.0000584722,0.0000000000
1002,0.0000583529,0.1570886374,0.0000583529,0.0000000000
1003,0.0000576377,0.1570886374,0.0000576377,-0.0000000596
1004,0.0000564456,0.1570886374,0.0000564456,-0.0000000596
1005,0.0000548959,0.1570886374,0.0000548959,-0.0000000596
1006,0.0000530481,0.1570886374,0.0000530481,-0.0000000596
1007,0.0000510216,0.1570886374,0.0000510216,-0.0000000596
1008,0.0000489354,0.1570886374,0.0000489354,-0.0000000596
1009,0.0000469089,0.1570886374,0.0000469089,-0.0000001192
1010,0.0000450611,0.1570886374,0.0000450611,-0.0000000596
1011,0.0000435114,0.1570886374,0.0000435114,-0.0000000596
1012,0.0000423193,0.1570886374,0.0000423193,-0.0000000596
1013,0.0000415444,0.1570886374,0.0000415444,-0.0000000596
1014,0.0000412464,0.1570886374,0.0000412464,-0.0000000596
1015,0.0000414252,0.1570886374,0.0000414252,0.0000000000
1016,0.0000420213,0.1570886374,0.0000420213,0.0000000000
1017,0.0000429749,0.1570886374,0.0000429749,-0.0000000596
1018,0.0000442266,0.1570886374,0.0000442266,0.0000000000
1019,0.0000456572,0.1570886374,0.0000456572,0.0000000000
1020,0.0000472069,0.1570886374,0.0000472069,0.0000000000
1021,0.0000488162,0.1570886374,0.0000488162,0.0000000000
1022,0.0000504255,0.1570886374,0.0000504255,-0.0000000596
1023,0.0000519753,0.1570886374,0.0000519753,0.0000000000
1024,0.0000534058,0.1570886374,0.0000534058,0.0000000000
1025,0.0000546575,0.1570886374,0.0000546575,0.0000000000
1026,0.0000556707,0.1570886374,0.0000556707,-0.0000000596
1027,0.0000563860,0.1570886374,0.0000563860,0.0000000000
1028,0.0000567436,0.1570886374,0.0000567436,-0.0000000596
1029,0.0000566840,0.1570886374,0.0000566840,0.0000000000
1030,0.0000562072,0.1570886374,0.0000562072,0.0000000000
1031,0.0000553131,0.1570886374,0.0000553131,0.0000000000
1032,0.0000540614,0.1570886374,0.0000540614,-0.0000000596
1033,0.0000525713,0.1570886374,0.0000525713,-0.0000000596
1034,0.0000509620,0.1570886374,0.0000509620,-0.0000000596
1035,0.0000493526,0.1570886374,0.0000493526,-0.0000000596
1036,0.0000478625,0.1570886374,0.0000478625,-0.0000000596
1037,0.0000465512,0.1570886374,0.0000465512,0.0000000000
1038,0.0000454783,0.1570886374,0.0000454783,0.0000000000
1039,0.0000447035,0.1570886374,0.0000447035,0.0000000000
1040,0.0000442266,0.1570886374,0.0000442266,0.0000000000
1041,0.0000439882,0.1570886374,0.0000439882,-0.0000000596
1042,0.0000439882,0.1570886374,0.0000439882,-0.0000000596
1043,0.0000442266,0.1570886374,0.0000442266,0.0000000000
1044,0.0000446439,0.1570886374,0.0000446439,-0.0000000596
1045,0.0000451803,0.1570886374,0.0000451803,0.0000000000
1046,0.0000458360,0.1570886374,0.0000458360,0.0000000000
1047,0.0000466108,0.1570886374,0.0000466108,0.0000000000
1048,0.0000475049,0.1570886374,0.0000475049,-0.0000000596
1049,0.0000485182,0.1570886374,0.0000485182,-0.0000000596
1050,0.0000495911,0.1570886374,0.0000495911,-0.0000000596
1051,0.0000507236,0.1570886374,0.0000507236,-0.0000000596
1052,0.0000519156,0.1570886374,0.0000519156,-0.0000000596
1053,0.0000531077,0.1570886374,0.0000531077,-0.0000000596
1054,0.0000542402,0.1570886374,0.0000542402,-0.0000000596
1055,0.0000552535,0.1570886374,0.0000552535,-0.0000000596
1056,0.0000560880,0.1570886374,0.0000560880,-0.0000000596
1057,0.0000566840,0.1570886374,0.0000566840,-0.0000000596
1058,0.0000569820,0.1570886374,0.0000569820,-0.0000000596
1059,0.0000569224,0.1570886374,0.0000569224,-0.0000000596
1060,0.0000564456,0.1570886374,0.0000564456,-0.0000000596
1061,0.0000555515,0.1570886374,0.0000555515,0.0000000000
1062,0.0000542998,0.1570886374,0.0000542998,-0.0000000596
1063,0.0000527501,0.1570886374,0.0000527501,0.0000000000
1064,0.0000509620,0.1570886374,0.0000509620,0.0000000000
1065,0.0000490546,0.1570886374,0.0000490546,0.0000000000
1066,0.0000472069,0.1570886374,0.0000472069,-0.0000000596
1067,0.0000455379,0.1570886374,0.0000455379,0.0000000000
1068,0.0000441074,0.1570886374,0.0000441074,-0.0000000596
1069,0.0000429749,0.1570886374,0.0000429749,0.0000000000
1070,0.0000422001,0.1570886374,0.0000422001,0.0000000000
1071,0.0000417829,0.1570886374,0.0000417829,-0.0000000596
1072,0.0000417233,0.1570886374,0.0000417233,-0.0000000596
1073,0.0000420213,0.1570886374,0.0000420213,-0.0000000596
1074,0.0000426173,0.1570886374,0.0000426173,-0.0000000596
1075,0.0000434518,0.1570886374,0.0000434518,-0.0000000596
1076,0.0000444651,0.1570886374,0.0000444651,-0.0000000596
1077,0.0000455976,0.1570886374,0.0000455976,-0.0000000596
1078,0.0000467896,0.1570886374,0.0000467896,-0.0000000596
1079,0.0000480413,0.1570886374,0.0000480413,-0.0000000596
1080,0.0000493526,0.1570886374,0.0000493526,-0.0000000596
1081,0.0000506639,0.1570886374,0.0000506639,-0.0000000596
1082,0.0000519156,0.1570886374,0.0000519156,-0.0000000596
1083,0.0000530481,0.1570886374,0.0000530481,0.0000000000
1084,0.0000540018,0.1570886374,0.0000540018,0.0000000000
1085,0.0000547171,0.1570886374,0.0000547171,0.0000000000
1086,0.0000551343,0.1570886374,0.0000551343,0.0000000000
1087,0.0000551939,0.1570886374,0.0000551939,-0.0000000596
1088,0.0000548959,0.1570886374,0.0000548959,-0.0000000596
1089,0.0000542998,0.1570886374,0.0000542998,0.0000000000
1090,0.0000534654,0.1570886374,0.0000534654,0.0000000000
1091,0.0000523925,0.1570886374,0.0000523925,0.0000000000
1092,0.0000511408,0.1570886374,0.0000511408,0.0000000000
1093,0.0000497699,0.1570886374,0.0000497699,0.0000000000
1094,0.0000483394,0.1570886374,0.0000483394,0.0000000000
1095,0.0000468493,0.1570886374,0.0000468493,-0.0000000596
1096,0.0000452995,0.1570886374,0.0000452995,-0.0000000596
1097,0.0000436902,0.1570886374,0.0000436902,-0.0000000596
1098,0.0000420809,0.1570886374,0.0000420809,-0.0000000596
1099,0.0000405312,0.1570886374,0.0000405312,-0.0000000596
1100,0.0000391006,0.1570886374,0.0000391006,-0.0000000596
1101,0.0000379086,0.1570886374,0.0000379086,-0.0000000596
1102,0.0000370741,0.1570886374,0.0000370741,-0.0000000596
1103,0.0000367165,0.1570886374,0.0000367165,-0.0000000596
1104,0.0000369549,0.1570886374,0.0000369549,-0.0000000596
1105,0.0000378489,0.1570886374,0.0000378489,-0.0000000596
1106,0.0000393987,0.1570886374,0.0000393987,-0.0000000596
1107,0.0000415444,0.1570886374,0.0000415444,-0.0000000596
1108,0.0000441670,0.1570886374,0.0000441670,-0.0000000596
1109,0.0000470877,0.1570886374,0.0000470877,0.0000000000
1110,0.0000501275,0.1570886374,0.0000501275,0.0000000000
1111,0.0000531077,0.1570886374,0.0000531077,-0.0000000596
1112,0.0000558496,0.1570886374,0.0000558496,0.0000000000
1113,0.0000582337,0.1570886374,0.0000582337,0.0000000000
1114,0.0000600815,0.1570886374,0.0000600815,0.0000000000
1115,0.0000612140,0.1570886374,0.0000612140,0.0000000000
1116,0.0000615120,0.1570886374,0.0000615120,-0.0000000596
1117,0.0000609159,0.1570886374,0.0000609159,0.0000000000
1118,0.0000594258,0.1570886374,0.0000594258,0.0000000000
1119,0.0000571609,0.1570886374,0.0000571609,0.0000000000
1120,0.0000542998,0.1570886374,0.0000542998,0.0000000000
1121,0.0000509620,0.1570886374,0.0000509620,-0.0000000596
1122,0.0000472665,0.1570886374,0.0000472665,-0.0000000596
1123,0.0000433922,0.1570886374,0.0000433922,-0.0000000596
1124,0.0000395179,0.1570886374,0.0000395179,-0.0000000596
1125,0.0000358224,0.1570886374,0.0000358224,0.0000000000
1126,0.0000324845,0.1570886374,0.0000324845,-0.0000000596
1127,0.0000296831,0.1570886374,0.0000296831,-0.0000000596
1128,0.0000275970,0.1570886374,0.0000275970,0.0000000000
1129,0.0000264049,0.1570886374,0.0000264049,-0.0000000596
1130,0.0000262260,0.1570886374,0.0000262260,-0.0000000596
1131,0.0000271201,0.1570886374,0.0000271201,-0.0000000596
1132,0.0000290871,0.1570886374,0.0000290871,-0.0000000596
1133,0.0000321269,0.1570886374,0.0000321269,-0.0000000596
1134,0.0000361204,0.1570886374,0.0000361204,-0.0000000596
1135,0.0000408888,0.1570886374,0.0000408888,0.0000000000
1136,0.0000461340,0.1570886374,0.0000461340,0.0000000000
1137,0.0000514984,0.1570886374,0.0000514984,0.0000000000
1138,0.0000565648,0.1570886374,0.0000565648,0.0000000000
1139,0.0000609159,0.1570886374,0.0000609159,0.0000000000
1140,0.0000641942,0.1570886374,0.0000641942,0.0000000000
1141,0.0000661016,0.1570886374,0.0000661016,0.0000000000
1142,0.0000664592,0.1570886374,0.0000664592,0.0000000000
1143,0.0000651479,0.1570886374,0.0000651479,0.0000000000
1144,0.0000621676,0.1570886374,0.0000621676,-0.0000000596
1145,0.0000576973,0.1570886374,0.0000576973,-0.0000000596
1146,0.0000520349,0.1570886374,0.0000520349,0.0000000000
1147,0.0000455976,0.1570886374,0.0000455976,0.0000000000
1148,0.0000388622,0.1570886374,0.0000388622,0.0000000000
1149,0.0000323057,0.1570886374,0.0000323057,0.0000000000
1150,0.0000264049,0.1570886374,0.0000264049,0.0000000000
1151,0.0000215769,0.1570886374,0.0000215769,0.0000000000
1152,0.0000182390,0.1570886374,0.0000182390,0.0000000000
1153,0.0000167489,0.1570886374,0.0000167489,0.0000000000
1154,0.0000173450,0.1570886374,0.0000173450,0.0000000000
1155,0.0000201464,0.1570886374,0.0000201464,0.0000000000
1156,0.0000250936,0.1570886374,0.0000250936,0.0000000000
1157,0.0000319481,0.1570886374,0.0000319481,-0.0000000596
1158,0.0000402927,0.1570886374,0.0000402927,-0.0000000596
1159,0.0000496507,0.1570886374,0.0000496507,-0.0000000596
1160,0.0000594258,0.1570886374,0.0000594258,-0.0000000596
1161,0.0000689030,0.1570886374,0.0000689030,-0.0000000596
1162,0.0000773668,0.1570886374,0.0000773668,-0.0000000596
1163,0.0000842214,0.1570886374,0.0000842214,-0.0000000596
1164,0.0000889897,0.1570886374,0.0000889897,-0.0000000596
1165,0.0000913739,0.1570886374,0.0000913739,-0.0000000596
1166,0.0000912547,0.1570886374,0.0000912547,-0.0000000596
1167,0.0000886917,0.1570886374,0.0000886917,0.0000000000
1168,0.0000839233,0.1570886374,0.0000839233,0.0000000000
1169,0.0000773072,0.1570886374,0.0000773072,-0.0000000596
1170,0.0000693798,0.1570886374,0.0000693798,-0.0000000596
1171,0.0000607371,0.1570886374,0.0000607371,-0.0000000596
1172,0.0000519753,0.1570886374,0.0000519753,-0.0000000596
1173,0.0000436306,0.1570886374,0.0000436306,-0.0000000596
1174,0.0000361800,0.1570886374,0.0000361800,-0.0000000596
1175,0.0000300407,0.1570886374,0.0000300407,-0.0000000596
1176,0.0000255108,0.1570886374,0.0000255108,-0.0000000596
1177,0.0000227690,0.1570886374,0.0000227690,-0.0000000596
1178,0.0000218153,0.1570886374,0.0000218153,-0.0000000596
1179,0.0000226498,0.1570886374,0.0000226498,-0.0000000596
1180,0.0000251532,0.1570886374,0.0000251532,-0.0000000596
1181,0.0000291467,0.1570886374,0.0000291467,-0.0000000596
1182,0.0000342727,0.1570886374,0.0000342727,-0.0000000596
1183,0.0000401139,0.1570886374,0.0000401139,-0.0000000596
1184,0.0000461936,0.1570886374,0.0000461936,-0.0000000596
1185,0.0000520349,0.1570886374,0.0000520349,-0.0000000596
1186,0.0000572205,0.1570886374,0.0000572205,-0.0000000596
1187,0.0000614524,0.1570886374,0.0000614524,-0.0000000596
1188,0.0000644922,0.1570886374,0.0000644922,-0.0000000596
1189,0.0000661612,0.1570886374,0.0000661612,-0.0000000596
1190,0.0000663996,0.1570886374,0.0000663996,-0.0000000596
1191,0.0000652671,0.1570886374,0.0000652671,0.0000000000
1192,0.0000629425,0.1570886374,0.0000629425,0.0000000000
1193,0.0000596642,0.1570886374,0.0000596642,-0.0000000596
1194,0.0000557303,0.1570886374,0.0000557303,-0.0000000596
1195,0.0000514388,0.1570886374,0.0000514388,-0.0000000596
1196,0.0000470877,0.1570886374,0.0000470877,-0.0000000596
1197,0.0000429153,0.1570886374,0.0000429153,-0.0000000596
1198,0.0000391603,0.1570886374,0.0000391603,-0.0000000596
1199,0.0000360608,0.1570886374,0.0000360608,-0.0000000596
1200,0.0000337958,0.1570886374,0.0000337958,-0.0000000596
1201,0.0000324845,0.1570886374,0.0000324845,-0.0000000596
1202,0.0000321865,0.1570886374,0.0000321865,-0.0000000596
1203,0.0000329614,0.1570886374,0.0000329614,-0.0000000596
1204,0.0000348091,0.1570886374,0.0000348091,-0.0000000596
1205,0.0000376105,0.1570886374,0.0000376105,-0.0000000596
1206,0.0000411868,0.1570886374,0.0000411868,-0.0000000596
1207,0.0000452995,0.1570886374,0.0000452995,-0.0000000596
1208,0.0000496507,0.1570886374,0.0000496507,-0.0000000596
1209,0.0000539422,0.1570886374,0.0000539422,-0.0000000596
1210,0.0000578165,0.1570886374,0.0000578165,-0.0000000596
1211,0.0000609159,0.1570886374,0.0000609159,-0.0000000596
1212,0.0000630021,0.1570886374,0.0000630021,-0.0000000596
1213,0.0000639558,0.1570886374,0.0000639558,-0.0000000596
1214,0.0000637770,0.1570886374,0.0000637770,-0.0000000596
1215,0.0000625253,0.1570886374,0.0000625253,0.0000000000
1216,0.0000603199,0.1570886374,0.0000603199,0.0000000000
1217,0.0000572801,0.1570886374,0.0000572801,-0.0000000596
1218,0.0000535846,0.1570886374,0.0000535846,-0.0000000596
1219,0.0000494123,0.1570886374,0.0000494123,-0.0000000596
1220,0.0000449419,0.1570886374,0.0000449419,-0.0000000596
1221,0.0000404119,0.1570886374,0.0000404119,-0.0000000596
1222,0.0000361204,0.1570886374,0.0000361204,-0.0000000596
1223,0.0000323653,0.1570886374,0.0000323653,-0.0000000596
1224,0.0000293851,0.1570886374,0.0000293851,-0.0000000596
1225,0.0000273585,0.1570886374,0.0000273585,-0.0000000596
1226,0.0000264049,0.1570886374,0.0000264049,-0.0000000596
1227,0.0000265837,0.1570886374,0.0000265837,-0.0000000596
1228,0.0000278950,0.1570886374,0.0000278950,-0.0000000596
1229,0.0000302792,0.1570886374,0.0000302792,-0.0000000596
1230,0.0000336170,0.1570886374,0.0000336170,-0.0000000596
1231,0.0000377297,0.1570886374,0.0000377297,-0.0000000596
1232,0.0000423193,0.1570886374,0.0000423193,-0.0000000596
1233,0.0000470877,0.1570886374,0.0000470877,-0.0000000596
1234,0.0000517368,0.1570886374,0.0000517368,-0.0000000596
1235,0.0000560284,0.1570886374,0.0000560284,-0.0000000596
1236,0.0000597835,0.1570886374,0.0000597835,-0.0000000596
1237,0.0000628829,0.1570886374,0.0000628829,-0.0000000596
1238,0.0000652075,0.1570886374,0.0000652075,-0.0000000596
1239,0.0000666380,0.1570886374,0.0000666380,0.0000000000
1240,0.0000670552,0.1570886374,0.0000670552,0.0000000000
1241,0.0000663996,0.1570886374,0.0000663996,-0.0000000596
1242,0.0000647306,0.1570886374,0.0000647306,-0.0000000596
1243,0.0000622272,0.1570886374,0.0000622272,-0.0000000596
1244,0.0000590682,0.1570886374,0.0000590682,-0.0000000596
1245,0.0000554919,0.1570886374,0.0000554919,-0.0000000596
1246,0.0000517368,0.1570886374,0.0000517368,-0.0000000596
1247,0.0000480413,0.1570886374,0.0000480413,-0.0000000596
1248,0.0000446439,0.1570886374,0.0000446439,-0.0000000596
1249,0.0000417233,0.1570886374,0.0000417233,-0.0000000596
1250,0.0000394583,0.1570886374,0.0000394583,-0.0000000596
1251,0.0000379682,0.1570886374,0.0000379682,-0.0000000596
1252,0.0000373125,0.1570886374,0.0000373125,-0.0000000596
1253,0.0000374913,0.1570886374,0.0000374913,-0.0000000596
1254,0.0000385046,0.1570886374,0.0000385046,-0.0000000596
1255,0.0000402927,0.1570886374,0.0000402927,-0.0000000596
1256,0.0000427961,0.1570886374,0.0000427961,-0.0000000596
1257,0.0000458956,0.1570886374,0.0000458956,-0.0000000596
1258,0.0000493526,0.1570886374,0.0000493526,-0.0000000596
1259,0.0000529289,0.1570886374,0.0000529289,-0.0000000596
1260,0.0000563860,0.1570886374,0.0000563860,-0.0000000596
1261,0.0000594258,0.1570886374,0.0000594258,-0.0000000596
1262,0.0000618100,0.1570886374,0.0000618100,-0.0000000596
1263,0.0000633001,0.1570886374,0.0000633001,0.0000000000
1264,0.0000636578,0.1570886374,0.0000636578,0.0000000000
1265,0.0000627041,0.1570886374,0.0000627041,-0.0000000596
1266,0.0000603795,0.1570886374,0.0000603795,-0.0000000596
1267,0.0000568032,0.1570886374,0.0000568032,-0.0000000596
1268,0.0000521541,0.1570886374,0.0000521541,-0.0000000596
1269,0.0000467300,0.1570886374,0.0000467300,-0.0000000596
1270,0.0000408888,0.1570886374,0.0000408888,-0.0000000596
1271,0.0000350475,0.1570886374,0.0000350475,-0.0000000596
1272,0.0000296831,0.1570886374,0.0000296831,-0.0000000596
1273,0.0000251532,0.1570886374,0.0000251532,-0.0000000596
1274,0.0000217557,0.1570886374,0.0000217557,-0.0000000596
1275,0.0000197291,0.1570886374,0.0000197291,-0.0000000596
1276,0.0000192523,0.1570886374,0.0000192523,-0.0000000596
1277,0.0000203252,0.1570886374,0.0000203252,-0.0000000596
1278,0.0000228882,0.1570886374,0.0000228882,-0.0000000596
1279,0.0000268221,0.1570886374,0.0000268221,-0.0000000596
1280,0.0000318885,0.1570886374,0.0000318885,-0.0000000596
1281,0.0000377893,0.1570886374,0.0000377893,-0.0000000596
1282,0.0000441670,0.1570886374,0.0000441670,-0.0000000596
1283,0.0000506639,0.1570886374,0.0000506639,-0.0000000596
1284,0.0000569224,0.1570886374,0.0000569224,-0.0000000596
1285,0.0000625849,0.1570886374,0.0000625849,-0.0000000596
1286,0.0000672936,0.1570886374,0.0000672936,-0.0000000596
1287,0.0000707507,0.1570886374,0.0000707507,0.0000000000
1288,0.0000727177,0.1570886374,0.0000727177,0.0000000000
1289,0.0000730157,0.1570886374,0.0000730157,-0.0000000596
1290,0.0000715852,0.1570886374,0.0000715852,-0.0000000596
1291,0.0000684857,0.1570886374,0.0000684857,-0.0000000596
1292,0.0000638962,0.1570886374,0.0000638962,-0.0000000596
1293,0.0000581145,0.1570886374,0.0000581145,-0.0000000596
1294,0.0000515580,0.1570886374,0.0000515580,-0.0000000596
1295,0.0000447035,0.1570886374,0.0000447035,-0.0000000596
1296,0.0000380278,0.1570886374,0.0000380278,-0.0000000596
1297,0.0000320077,0.1570886374,0.0000320077,-0.0000000596
1298,0.0000270605,0.1570886374,0.0000270605,-0.0000000596
1299,0.0000234842,0.1570886374,0.0000234842,-0.0000000596
1300,0.0000215173,0.1570886374,0.0000215173,-0.0000000596
1301,0.0000212789,0.1570886374,0.0000212789,-0.0000000596
1302,0.0000227094,0.1570886374,0.0000227094,-0.0000000596
1303,0.0000256300,0.1570886374,0.0000256300,-0.0000000596
1304,0.0000297427,0.1570886374,0.0000297427,-0.0000000596
