filter_name,order,cutoff,type,structure,time_seconds
butter,2,1000,float64,DF1,5.372365
butter,2,1000,float64,DF1,5.326256
butter,2,1000,float64,DF1,5.32659
butter,2,1000,float64,DF1,5.425884
butter,2,1000,float64,DF1,5.342678
butter,2,1000,float64,DF1,5.343768
butter,2,1000,float64,DF1,5.390177
butter,2,1000,float64,DF1,5.392948
butter,2,1000,float64,DF1,5.315292
butter,2,1000,float64,DF1,5.311704
butter,2,1000,float64,DF1,5.311558
butter,2,1000,float64,DF1,5.330273
butter,2,1000,float64,DF1,5.35563
butter,2,1000,float64,DF1,5.319208
butter,2,1000,float64,DF1,5.322949
butter,2,1000,float64,DF1,5.318419
butter,2,1000,float64,DF1,5.3029
butter,2,1000,float64,DF1,5.381903
butter,2,1000,float64,DF1,5.313092
butter,2,1000,float64,DF1,5.31488
butter,2,1000,float64,DF2,5.580237
butter,2,1000,float64,DF2,5.60009
butter,2,1000,float64,DF2,5.595623
butter,2,1000,float64,DF2,5.66991
butter,2,1000,float64,DF2,5.580765
butter,2,1000,float64,DF2,5.58807
butter,2,1000,float64,DF2,5.577204
butter,2,1000,float64,DF2,5.587046
butter,2,1000,float64,DF2,5.645597
butter,2,1000,float64,DF2,5.589284
butter,2,1000,float64,DF2,5.588343
butter,2,1000,float64,DF2,5.587237
butter,2,1000,float64,DF2,5.588032
butter,2,1000,float64,DF2,5.686675
butter,2,1000,float64,DF2,5.582293
butter,2,1000,float64,DF2,5.5948
butter,2,1000,float64,DF2,5.589157
butter,2,1000,float64,DF2,5.597949
butter,2,1000,float64,DF2,5.596577
butter,2,1000,float64,DF2,5.651123
butter,2,1000,float64,TDF2,2.926854
butter,2,1000,float64,TDF2,2.934682
butter,2,1000,float64,TDF2,2.925956
butter,2,1000,float64,TDF2,2.928974
butter,2,1000,float64,TDF2,2.924962
butter,2,1000,float64,TDF2,2.929744
butter,2,1000,float64,TDF2,2.924714
butter,2,1000,float64,TDF2,2.937669
butter,2,1000,float64,TDF2,3.041387
butter,2,1000,float64,TDF2,2.941887
butter,2,1000,float64,TDF2,2.925619
butter,2,1000,float64,TDF2,2.929623
butter,2,1000,float64,TDF2,2.930206
butter,2,1000,float64,TDF2,2.929268
butter,2,1000,float64,TDF2,2.933291
butter,2,1000,float64,TDF2,2.930803
butter,2,1000,float64,TDF2,2.929012
butter,2,1000,float64,TDF2,2.929853
butter,2,1000,float64,TDF2,2.969768
butter,2,1000,float64,TDF2,2.943497
butter,2,1000,float64,CASCADE,3.298588
butter,2,1000,float64,CASCADE,3.311581
butter,2,1000,float64,CASCADE,3.29099
butter,2,1000,float64,CASCADE,3.300801
butter,2,1000,float64,CASCADE,3.312024
butter,2,1000,float64,CASCADE,3.272471
butter,2,1000,float64,CASCADE,3.347355
butter,2,1000,float64,CASCADE,3.378999
butter,2,1000,float64,CASCADE,3.350274
butter,2,1000,float64,CASCADE,3.30908
butter,2,1000,float64,CASCADE,3.286447
butter,2,1000,float64,CASCADE,3.30905
butter,2,1000,float64,CASCADE,3.315353
butter,2,1000,float64,CASCADE,3.317737
butter,2,1000,float64,CASCADE,3.299127
butter,2,1000,float64,CASCADE,3.315601
butter,2,1000,float64,CASCADE,3.328622
butter,2,1000,float64,CASCADE,3.350303
butter,2,1000,float64,CASCADE,3.308291
butter,2,1000,float64,CASCADE,3.268109
butter,2,1000,float32,DF1,6.204948
butter,2,1000,float32,DF1,6.187112
butter,2,1000,float32,DF1,6.163925
butter,2,1000,float32,DF1,6.258129
butter,2,1000,float32,DF1,6.245524
butter,2,1000,float32,DF1,6.157408
butter,2,1000,float32,DF1,6.167951
butter,2,1000,float32,DF1,6.199576
butter,2,1000,float32,DF1,6.312164
butter,2,1000,float32,DF1,6.177072
butter,2,1000,float32,DF1,6.159534
butter,2,1000,float32,DF1,6.167768
butter,2,1000,float32,DF1,6.273136
butter,2,1000,float32,DF1,6.210806
butter,2,1000,float32,DF1,6.144324
butter,2,1000,float32,DF1,6.164419
butter,2,1000,float32,DF1,6.225281
butter,2,1000,float32,DF1,6.273391
butter,2,1000,float32,DF1,6.151337
butter,2,1000,float32,DF1,6.166638
butter,2,1000,float32,DF2,6.857721
butter,2,1000,float32,DF2,6.790155
butter,2,1000,float32,DF2,6.867262
butter,2,1000,float32,DF2,6.880466
butter,2,1000,float32,DF2,6.80674
butter,2,1000,float32,DF2,6.7946
butter,2,1000,float32,DF2,6.941497
butter,2,1000,float32,DF2,6.793937
butter,2,1000,float32,DF2,6.895881
butter,2,1000,float32,DF2,6.800998
butter,2,1000,float32,DF2,6.793203
butter,2,1000,float32,DF2,6.990192
butter,2,1000,float32,DF2,6.94111
butter,2,1000,float32,DF2,6.802559
butter,2,1000,float32,DF2,6.861625
butter,2,1000,float32,DF2,6.894738
butter,2,1000,float32,DF2,6.865161
butter,2,1000,float32,DF2,6.808693
butter,2,1000,float32,DF2,6.809238
butter,2,1000,float32,DF2,7.158177
butter,2,1000,float32,TDF2,3.977735
butter,2,1000,float32,TDF2,4.011942
butter,2,1000,float32,TDF2,4.057256
butter,2,1000,float32,TDF2,4.028344
butter,2,1000,float32,TDF2,4.016423
butter,2,1000,float32,TDF2,3.978015
butter,2,1000,float32,TDF2,4.0259
butter,2,1000,float32,TDF2,4.155109
butter,2,1000,float32,TDF2,4.027288
butter,2,1000,float32,TDF2,4.014005
butter,2,1000,float32,TDF2,4.02069
butter,2,1000,float32,TDF2,3.968777
butter,2,1000,float32,TDF2,4.014109
butter,2,1000,float32,TDF2,4.008664
butter,2,1000,float32,TDF2,4.100343
butter,2,1000,float32,TDF2,4.018445
butter,2,1000,float32,TDF2,3.967352
butter,2,1000,float32,TDF2,4.036205
butter,2,1000,float32,TDF2,4.005899
butter,2,1000,float32,TDF2,4.01277
butter,2,1000,float32,CASCADE,4.709981
butter,2,1000,float32,CASCADE,4.768698
butter,2,1000,float32,CASCADE,4.695836
butter,2,1000,float32,CASCADE,4.686566
butter,2,1000,float32,CASCADE,4.687891
butter,2,1000,float32,CASCADE,4.683356
butter,2,1000,float32,CASCADE,4.704517
butter,2,1000,float32,CASCADE,4.690457
butter,2,1000,float32,CASCADE,4.83492
butter,2,1000,float32,CASCADE,4.718516
butter,2,1000,float32,CASCADE,4.718401
butter,2,1000,float32,CASCADE,4.694153
butter,2,1000,float32,CASCADE,4.719037
butter,2,1000,float32,CASCADE,4.705636
butter,2,1000,float32,CASCADE,4.744589
butter,2,1000,float32,CASCADE,4.688323
butter,2,1000,float32,CASCADE,4.713196
butter,2,1000,float32,CASCADE,4.712524
butter,2,1000,float32,CASCADE,4.792261
butter,2,1000,float32,CASCADE,4.700154
butter,2,1000,float16,DF1,6.373217
butter,2,1000,float16,DF1,6.310006
butter,2,1000,float16,DF1,6.313785
butter,2,1000,float16,DF1,6.376134
butter,2,1000,float16,DF1,6.313744
butter,2,1000,float16,DF1,6.408285
butter,2,1000,float16,DF1,6.300006
butter,2,1000,float16,DF1,6.354323
butter,2,1000,float16,DF1,6.329109
butter,2,1000,float16,DF1,6.313636
butter,2,1000,float16,DF1,6.475042
butter,2,1000,float16,DF1,6.325391
butter,2,1000,float16,DF1,6.306365
butter,2,1000,float16,DF1,6.306735
butter,2,1000,float16,DF1,6.441297
butter,2,1000,float16,DF1,6.289336
butter,2,1000,float16,DF1,6.316732
butter,2,1000,float16,DF1,6.368009
butter,2,1000,float16,DF1,6.388653
butter,2,1000,float16,DF1,6.465059
butter,2,1000,float16,DF2,6.94897
butter,2,1000,float16,DF2,6.991964
butter,2,1000,float16,DF2,6.928751
butter,2,1000,float16,DF2,7.07854
butter,2,1000,float16,DF2,6.922382
butter,2,1000,float16,DF2,6.926938
butter,2,1000,float16,DF2,6.95637
butter,2,1000,float16,DF2,6.94508
butter,2,1000,float16,DF2,7.025897
butter,2,1000,float16,DF2,6.949419
butter,2,1000,float16,DF2,6.905524
butter,2,1000,float16,DF2,6.95411
butter,2,1000,float16,DF2,6.993556
butter,2,1000,float16,DF2,6.903002
butter,2,1000,float16,DF2,6.972978
butter,2,1000,float16,DF2,6.901965
butter,2,1000,float16,DF2,7.055019
butter,2,1000,float16,DF2,6.924835
butter,2,1000,float16,DF2,6.905353
butter,2,1000,float16,DF2,6.956665
butter,2,1000,float16,TDF2,4.026727
butter,2,1000,float16,TDF2,4.005192
butter,2,1000,float16,TDF2,4.10528
butter,2,1000,float16,TDF2,4.038157
butter,2,1000,float16,TDF2,4.068139
butter,2,1000,float16,TDF2,4.020279
butter,2,1000,float16,TDF2,3.983429
butter,2,1000,float16,TDF2,4.036467
butter,2,1000,float16,TDF2,4.025297
butter,2,1000,float16,TDF2,4.146106
butter,2,1000,float16,TDF2,4.035378
butter,2,1000,float16,TDF2,3.994164
butter,2,1000,float16,TDF2,4.047168
butter,2,1000,float16,TDF2,4.049384
butter,2,1000,float16,TDF2,4.032363
butter,2,1000,float16,TDF2,4.040292
butter,2,1000,float16,TDF2,4.016702
butter,2,1000,float16,TDF2,4.049236
butter,2,1000,float16,TDF2,4.01497
butter,2,1000,float16,TDF2,4.052583
butter,2,1000,float16,CASCADE,4.795158
butter,2,1000,float16,CASCADE,4.813732
butter,2,1000,float16,CASCADE,4.796024
butter,2,1000,float16,CASCADE,4.853205
butter,2,1000,float16,CASCADE,4.802107
butter,2,1000,float16,CASCADE,4.828916
butter,2,1000,float16,CASCADE,4.816412
butter,2,1000,float16,CASCADE,4.828988
butter,2,1000,float16,CASCADE,4.808495
butter,2,1000,float16,CASCADE,4.884149
butter,2,1000,float16,CASCADE,4.764533
butter,2,1000,float16,CASCADE,4.801575
butter,2,1000,float16,CASCADE,4.847615
butter,2,1000,float16,CASCADE,4.861852
butter,2,1000,float16,CASCADE,4.787895
butter,2,1000,float16,CASCADE,4.875042
butter,2,1000,float16,CASCADE,4.885886
butter,2,1000,float16,CASCADE,4.826271
butter,2,1000,float16,CASCADE,4.833227
butter,2,1000,float16,CASCADE,4.800694
butter,2,2000,float64,DF1,5.376261
butter,2,2000,float64,DF1,5.411028
butter,2,2000,float64,DF1,5.439461
butter,2,2000,float64,DF1,5.385164
butter,2,2000,float64,DF1,5.429512
butter,2,2000,float64,DF1,5.377828
butter,2,2000,float64,DF1,5.408384
butter,2,2000,float64,DF1,5.464908
butter,2,2000,float64,DF1,5.364661
butter,2,2000,float64,DF1,5.38335
butter,2,2000,float64,DF1,5.394337
butter,2,2000,float64,DF1,5.391678
butter,2,2000,float64,DF1,5.369024
butter,2,2000,float64,DF1,5.488496
butter,2,2000,float64,DF1,5.356539
butter,2,2000,float64,DF1,5.393481
butter,2,2000,float64,DF1,5.400797
butter,2,2000,float64,DF1,5.394993
butter,2,2000,float64,DF1,5.441384
butter,2,2000,float64,DF1,5.370617
butter,2,2000,float64,DF2,5.671983
butter,2,2000,float64,DF2,5.668154
butter,2,2000,float64,DF2,5.652492
butter,2,2000,float64,DF2,5.69406
butter,2,2000,float64,DF2,5.701288
butter,2,2000,float64,DF2,5.697066
butter,2,2000,float64,DF2,5.689403
butter,2,2000,float64,DF2,5.680233
butter,2,2000,float64,DF2,5.652907
butter,2,2000,float64,DF2,5.732636
butter,2,2000,float64,DF2,5.640739
butter,2,2000,float64,DF2,5.671225
butter,2,2000,float64,DF2,5.764607
butter,2,2000,float64,DF2,5.685972
butter,2,2000,float64,DF2,5.753027
butter,2,2000,float64,DF2,5.659559
butter,2,2000,float64,DF2,5.688401
butter,2,2000,float64,DF2,5.658567
butter,2,2000,float64,DF2,5.683452
butter,2,2000,float64,DF2,5.752571
butter,2,2000,float64,TDF2,3.002613
butter,2,2000,float64,TDF2,3.016728
butter,2,2000,float64,TDF2,2.956613
butter,2,2000,float64,TDF2,3.006605
butter,2,2000,float64,TDF2,2.956699
butter,2,2000,float64,TDF2,3.011355
butter,2,2000,float64,TDF2,2.998573
butter,2,2000,float64,TDF2,2.962228
butter,2,2000,float64,TDF2,3.004995
butter,2,2000,float64,TDF2,3.044605
butter,2,2000,float64,TDF2,3.004696
butter,2,2000,float64,TDF2,2.996065
butter,2,2000,float64,TDF2,2.954319
butter,2,2000,float64,TDF2,3.009198
butter,2,2000,float64,TDF2,2.949669
butter,2,2000,float64,TDF2,2.99757
butter,2,2000,float64,TDF2,3.005002
butter,2,2000,float64,TDF2,2.962929
butter,2,2000,float64,TDF2,3.007118
butter,2,2000,float64,TDF2,3.182196
butter,2,2000,float64,CASCADE,3.295336
butter,2,2000,float64,CASCADE,3.294756
butter,2,2000,float64,CASCADE,3.260986
butter,2,2000,float64,CASCADE,3.321915
butter,2,2000,float64,CASCADE,3.356066
butter,2,2000,float64,CASCADE,3.259238
butter,2,2000,float64,CASCADE,3.304336
butter,2,2000,float64,CASCADE,3.308039
butter,2,2000,float64,CASCADE,3.303642
butter,2,2000,float64,CASCADE,3.449201
butter,2,2000,float64,CASCADE,3.3033
butter,2,2000,float64,CASCADE,3.257854
butter,2,2000,float64,CASCADE,3.308772
butter,2,2000,float64,CASCADE,3.29335
butter,2,2000,float64,CASCADE,3.279652
butter,2,2000,float64,CASCADE,3.323744
butter,2,2000,float64,CASCADE,3.32296
butter,2,2000,float64,CASCADE,3.290966
butter,2,2000,float64,CASCADE,3.357261
butter,2,2000,float64,CASCADE,3.573689
butter,2,2000,float32,DF1,6.151997
butter,2,2000,float32,DF1,6.160584
butter,2,2000,float32,DF1,6.181736
butter,2,2000,float32,DF1,6.289505
butter,2,2000,float32,DF1,6.16218
butter,2,2000,float32,DF1,6.181295
butter,2,2000,float32,DF1,6.155504
butter,2,2000,float32,DF1,6.220778
butter,2,2000,float32,DF1,6.267932
butter,2,2000,float32,DF1,6.180002
butter,2,2000,float32,DF1,6.178655
butter,2,2000,float32,DF1,6.209119
butter,2,2000,float32,DF1,6.167705
butter,2,2000,float32,DF1,6.283279
butter,2,2000,float32,DF1,6.161995
butter,2,2000,float32,DF1,6.218778
butter,2,2000,float32,DF1,6.156366
butter,2,2000,float32,DF1,6.166614
butter,2,2000,float32,DF1,6.247408
butter,2,2000,float32,DF1,6.152465
butter,2,2000,float32,DF2,6.849783
butter,2,2000,float32,DF2,6.780661
butter,2,2000,float32,DF2,6.959057
butter,2,2000,float32,DF2,6.794181
butter,2,2000,float32,DF2,6.796066
butter,2,2000,float32,DF2,6.846996
butter,2,2000,float32,DF2,6.795998
butter,2,2000,float32,DF2,6.90444
butter,2,2000,float32,DF2,6.85222
butter,2,2000,float32,DF2,6.808819
butter,2,2000,float32,DF2,6.839299
butter,2,2000,float32,DF2,6.930961
butter,2,2000,float32,DF2,6.775285
butter,2,2000,float32,DF2,6.849359
butter,2,2000,float32,DF2,6.838798
butter,2,2000,float32,DF2,6.925585
butter,2,2000,float32,DF2,6.863579
butter,2,2000,float32,DF2,6.809928
butter,2,2000,float32,DF2,6.789878
butter,2,2000,float32,DF2,6.837217
butter,2,2000,float32,TDF2,4.115867
butter,2,2000,float32,TDF2,3.96108
butter,2,2000,float32,TDF2,4.022092
butter,2,2000,float32,TDF2,4.010849
butter,2,2000,float32,TDF2,3.99616
butter,2,2000,float32,TDF2,4.078396
butter,2,2000,float32,TDF2,3.993731
butter,2,2000,float32,TDF2,4.058746
butter,2,2000,float32,TDF2,4.047439
butter,2,2000,float32,TDF2,3.992501
butter,2,2000,float32,TDF2,3.997498
butter,2,2000,float32,TDF2,3.98112
butter,2,2000,float32,TDF2,4.031918
butter,2,2000,float32,TDF2,4.015103
butter,2,2000,float32,TDF2,4.006427
butter,2,2000,float32,TDF2,4.089503
butter,2,2000,float32,TDF2,3.968201
butter,2,2000,float32,TDF2,4.022493
butter,2,2000,float32,TDF2,4.03543
butter,2,2000,float32,TDF2,3.998677
butter,2,2000,float32,CASCADE,4.692454
butter,2,2000,float32,CASCADE,4.686569
butter,2,2000,float32,CASCADE,4.80945
butter,2,2000,float32,CASCADE,4.680679
butter,2,2000,float32,CASCADE,4.711309
butter,2,2000,float32,CASCADE,4.689791
butter,2,2000,float32,CASCADE,4.655103
butter,2,2000,float32,CASCADE,4.696698
butter,2,2000,float32,CASCADE,4.770953
butter,2,2000,float32,CASCADE,4.685776
butter,2,2000,float32,CASCADE,4.705663
butter,2,2000,float32,CASCADE,4.718376
butter,2,2000,float32,CASCADE,4.688457
butter,2,2000,float32,CASCADE,4.689885
butter,2,2000,float32,CASCADE,4.717311
butter,2,2000,float32,CASCADE,4.789204
butter,2,2000,float32,CASCADE,4.694777
butter,2,2000,float32,CASCADE,4.70173
butter,2,2000,float32,CASCADE,4.706472
butter,2,2000,float32,CASCADE,4.710215
butter,2,2000,float16,DF1,6.337718
butter,2,2000,float16,DF1,6.419919
butter,2,2000,float16,DF1,6.286961
butter,2,2000,float16,DF1,6.370321
butter,2,2000,float16,DF1,6.31149
butter,2,2000,float16,DF1,6.396943
butter,2,2000,float16,DF1,6.450727
butter,2,2000,float16,DF1,6.330431
butter,2,2000,float16,DF1,6.317699
butter,2,2000,float16,DF1,6.314226
butter,2,2000,float16,DF1,6.463747
butter,2,2000,float16,DF1,6.300971
butter,2,2000,float16,DF1,6.315286
butter,2,2000,float16,DF1,6.314307
butter,2,2000,float16,DF1,6.402044
butter,2,2000,float16,DF1,6.438903
butter,2,2000,float16,DF1,6.330769
butter,2,2000,float16,DF1,6.374283
butter,2,2000,float16,DF1,6.305844
butter,2,2000,float16,DF1,6.339171
butter,2,2000,float16,DF2,6.959332
butter,2,2000,float16,DF2,7.330085
butter,2,2000,float16,DF2,7.009998
butter,2,2000,float16,DF2,6.981637
butter,2,2000,float16,DF2,7.047127
butter,2,2000,float16,DF2,6.973816
butter,2,2000,float16,DF2,6.961021
butter,2,2000,float16,DF2,6.948599
butter,2,2000,float16,DF2,7.039245
butter,2,2000,float16,DF2,6.908846
butter,2,2000,float16,DF2,6.912314
butter,2,2000,float16,DF2,6.981859
butter,2,2000,float16,DF2,6.988719
butter,2,2000,float16,DF2,6.959496
butter,2,2000,float16,DF2,6.921124
butter,2,2000,float16,DF2,6.898179
butter,2,2000,float16,DF2,6.94899
butter,2,2000,float16,DF2,7.019655
butter,2,2000,float16,DF2,6.949391
butter,2,2000,float16,DF2,6.937856
butter,2,2000,float16,TDF2,4.036197
butter,2,2000,float16,TDF2,4.038894
butter,2,2000,float16,TDF2,4.082458
butter,2,2000,float16,TDF2,4.011181
butter,2,2000,float16,TDF2,4.028119
butter,2,2000,float16,TDF2,4.0217
butter,2,2000,float16,TDF2,4.039162
butter,2,2000,float16,TDF2,3.977559
butter,2,2000,float16,TDF2,4.120295
butter,2,2000,float16,TDF2,4.113213
butter,2,2000,float16,TDF2,4.083071
butter,2,2000,float16,TDF2,4.037355
butter,2,2000,float16,TDF2,4.009647
butter,2,2000,float16,TDF2,4.026268
butter,2,2000,float16,TDF2,4.065203
butter,2,2000,float16,TDF2,4.031583
butter,2,2000,float16,TDF2,4.033137
butter,2,2000,float16,TDF2,4.126142
butter,2,2000,float16,TDF2,4.001018
butter,2,2000,float16,TDF2,4.016737
butter,2,2000,float16,CASCADE,4.807695
butter,2,2000,float16,CASCADE,4.816844
butter,2,2000,float16,CASCADE,4.800491
butter,2,2000,float16,CASCADE,4.796815
butter,2,2000,float16,CASCADE,4.901122
butter,2,2000,float16,CASCADE,4.79131
butter,2,2000,float16,CASCADE,4.785879
butter,2,2000,float16,CASCADE,4.804307
butter,2,2000,float16,CASCADE,4.815154
butter,2,2000,float16,CASCADE,4.821923
butter,2,2000,float16,CASCADE,4.889575
butter,2,2000,float16,CASCADE,4.807812
butter,2,2000,float16,CASCADE,4.811538
butter,2,2000,float16,CASCADE,4.833556
butter,2,2000,float16,CASCADE,4.802078
butter,2,2000,float16,CASCADE,4.806592
butter,2,2000,float16,CASCADE,4.868028
butter,2,2000,float16,CASCADE,4.791377
butter,2,2000,float16,CASCADE,4.814936
butter,2,2000,float16,CASCADE,4.806498
butter,2,5000,float64,DF1,5.355744
butter,2,5000,float64,DF1,5.463486
butter,2,5000,float64,DF1,5.467181
butter,2,5000,float64,DF1,5.388378
butter,2,5000,float64,DF1,5.370259
butter,2,5000,float64,DF1,5.37748
butter,2,5000,float64,DF1,5.370138
butter,2,5000,float64,DF1,5.625023
butter,2,5000,float64,DF1,5.434615
butter,2,5000,float64,DF1,5.380847
butter,2,5000,float64,DF1,5.40046
butter,2,5000,float64,DF1,5.397258
butter,2,5000,float64,DF1,5.37906
butter,2,5000,float64,DF1,5.503677
butter,2,5000,float64,DF1,5.362146
butter,2,5000,float64,DF1,5.391585
butter,2,5000,float64,DF1,5.38937
butter,2,5000,float64,DF1,5.383084
butter,2,5000,float64,DF1,5.372993
butter,2,5000,float64,DF1,5.487264
butter,2,5000,float64,DF2,5.643995
butter,2,5000,float64,DF2,5.687242
butter,2,5000,float64,DF2,5.661637
butter,2,5000,float64,DF2,5.717779
butter,2,5000,float64,DF2,5.742926
butter,2,5000,float64,DF2,5.656107
butter,2,5000,float64,DF2,5.670081
butter,2,5000,float64,DF2,5.651696
butter,2,5000,float64,DF2,5.674355
butter,2,5000,float64,DF2,5.729571
butter,2,5000,float64,DF2,5.663308
butter,2,5000,float64,DF2,5.700318
butter,2,5000,float64,DF2,5.669286
butter,2,5000,float64,DF2,5.649266
butter,2,5000,float64,DF2,5.69648
butter,2,5000,float64,DF2,5.735205
butter,2,5000,float64,DF2,5.658401
butter,2,5000,float64,DF2,5.651209
butter,2,5000,float64,DF2,5.813963
butter,2,5000,float64,DF2,5.797342
butter,2,5000,float64,TDF2,3.033193
butter,2,5000,float64,TDF2,3.031361
butter,2,5000,float64,TDF2,3.009139
butter,2,5000,float64,TDF2,2.946799
butter,2,5000,float64,TDF2,2.992522
butter,2,5000,float64,TDF2,2.972701
butter,2,5000,float64,TDF2,3.092102
butter,2,5000,float64,TDF2,2.992498
butter,2,5000,float64,TDF2,3.073005
butter,2,5000,float64,TDF2,3.049415
butter,2,5000,float64,TDF2,3.066832
butter,2,5000,float64,TDF2,2.994737
butter,2,5000,float64,TDF2,3.009532
butter,2,5000,float64,TDF2,2.959602
butter,2,5000,float64,TDF2,3.032167
butter,2,5000,float64,TDF2,2.962937
butter,2,5000,float64,TDF2,3.022872
butter,2,5000,float64,TDF2,2.997549
butter,2,5000,float64,TDF2,2.960854
butter,2,5000,float64,TDF2,3.011583
butter,2,5000,float64,CASCADE,3.351877
butter,2,5000,float64,CASCADE,3.308302
butter,2,5000,float64,CASCADE,3.308285
butter,2,5000,float64,CASCADE,3.243019
butter,2,5000,float64,CASCADE,3.311871
butter,2,5000,float64,CASCADE,3.311497
butter,2,5000,float64,CASCADE,3.294962
butter,2,5000,float64,CASCADE,3.335035
butter,2,5000,float64,CASCADE,3.283346
butter,2,5000,float64,CASCADE,3.357518
butter,2,5000,float64,CASCADE,3.284578
butter,2,5000,float64,CASCADE,3.30476
butter,2,5000,float64,CASCADE,3.258659
butter,2,5000,float64,CASCADE,3.295517
butter,2,5000,float64,CASCADE,3.298385
butter,2,5000,float64,CASCADE,3.269016
butter,2,5000,float64,CASCADE,3.319149
butter,2,5000,float64,CASCADE,3.325969
butter,2,5000,float64,CASCADE,3.337326
butter,2,5000,float64,CASCADE,3.317252
butter,2,5000,float32,DF1,6.157017
butter,2,5000,float32,DF1,6.167615
butter,2,5000,float32,DF1,6.197168
butter,2,5000,float32,DF1,6.157486
butter,2,5000,float32,DF1,6.22846
butter,2,5000,float32,DF1,6.177932
butter,2,5000,float32,DF1,6.222474
butter,2,5000,float32,DF1,6.183125
butter,2,5000,float32,DF1,6.251012
butter,2,5000,float32,DF1,6.162319
butter,2,5000,float32,DF1,6.20762
butter,2,5000,float32,DF1,6.209485
butter,2,5000,float32,DF1,6.158536
butter,2,5000,float32,DF1,6.233348
butter,2,5000,float32,DF1,6.206507
butter,2,5000,float32,DF1,6.179056
butter,2,5000,float32,DF1,6.16934
butter,2,5000,float32,DF1,6.176995
butter,2,5000,float32,DF1,6.219698
butter,2,5000,float32,DF1,6.212114
butter,2,5000,float32,DF2,6.817108
butter,2,5000,float32,DF2,6.816729
butter,2,5000,float32,DF2,6.867577
butter,2,5000,float32,DF2,6.950464
butter,2,5000,float32,DF2,7.370599
butter,2,5000,float32,DF2,9.508394
butter,2,5000,float32,DF2,8.862037
butter,2,5000,float32,DF2,7.251369
butter,2,5000,float32,DF2,6.801247
butter,2,5000,float32,DF2,6.802107
butter,2,5000,float32,DF2,6.926238
butter,2,5000,float32,DF2,6.828023
butter,2,5000,float32,DF2,6.882515
butter,2,5000,float32,DF2,6.838647
butter,2,5000,float32,DF2,6.794197
butter,2,5000,float32,DF2,6.978995
butter,2,5000,float32,DF2,6.785386
butter,2,5000,float32,DF2,6.798988
butter,2,5000,float32,DF2,6.882023
butter,2,5000,float32,DF2,6.88033
butter,2,5000,float32,TDF2,4.010654
butter,2,5000,float32,TDF2,4.025342
butter,2,5000,float32,TDF2,4.028522
butter,2,5000,float32,TDF2,3.98079
butter,2,5000,float32,TDF2,4.000026
butter,2,5000,float32,TDF2,3.999953
butter,2,5000,float32,TDF2,4.040686
butter,2,5000,float32,TDF2,4.227099
butter,2,5000,float32,TDF2,4.210443
butter,2,5000,float32,TDF2,4.132923
butter,2,5000,float32,TDF2,3.993209
butter,2,5000,float32,TDF2,4.003731
butter,2,5000,float32,TDF2,4.021669
butter,2,5000,float32,TDF2,4.029245
butter,2,5000,float32,TDF2,4.054439
butter,2,5000,float32,TDF2,3.989482
butter,2,5000,float32,TDF2,4.005426
butter,2,5000,float32,TDF2,4.008673
butter,2,5000,float32,TDF2,3.995215
butter,2,5000,float32,TDF2,3.978019
butter,2,5000,float32,CASCADE,4.685503
butter,2,5000,float32,CASCADE,4.768623
butter,2,5000,float32,CASCADE,4.666697
butter,2,5000,float32,CASCADE,4.673237
butter,2,5000,float32,CASCADE,4.681882
butter,2,5000,float32,CASCADE,4.677432
butter,2,5000,float32,CASCADE,4.66959
butter,2,5000,float32,CASCADE,4.755425
butter,2,5000,float32,CASCADE,4.838207
butter,2,5000,float32,CASCADE,4.697951
butter,2,5000,float32,CASCADE,4.734376
butter,2,5000,float32,CASCADE,4.679545
butter,2,5000,float32,CASCADE,4.648167
butter,2,5000,float32,CASCADE,4.666531
butter,2,5000,float32,CASCADE,4.766558
butter,2,5000,float32,CASCADE,4.672847
butter,2,5000,float32,CASCADE,4.668497
butter,2,5000,float32,CASCADE,4.664747
butter,2,5000,float32,CASCADE,4.664867
butter,2,5000,float32,CASCADE,4.660772
butter,2,5000,float16,DF1,6.30799
butter,2,5000,float16,DF1,6.261146
butter,2,5000,float16,DF1,6.270781
butter,2,5000,float16,DF1,6.267263
butter,2,5000,float16,DF1,6.251622
butter,2,5000,float16,DF1,6.322459
butter,2,5000,float16,DF1,6.253231
butter,2,5000,float16,DF1,6.254296
butter,2,5000,float16,DF1,6.257308
butter,2,5000,float16,DF1,6.325159
butter,2,5000,float16,DF1,6.337514
butter,2,5000,float16,DF1,6.250233
butter,2,5000,float16,DF1,6.273383
butter,2,5000,float16,DF1,6.244936
butter,2,5000,float16,DF1,6.304494
butter,2,5000,float16,DF1,6.287935
butter,2,5000,float16,DF1,6.233242
butter,2,5000,float16,DF1,6.270744
butter,2,5000,float16,DF1,6.259498
butter,2,5000,float16,DF1,6.340473
butter,2,5000,float16,DF2,6.939042
butter,2,5000,float16,DF2,6.880927
butter,2,5000,float16,DF2,6.876864
butter,2,5000,float16,DF2,6.870132
butter,2,5000,float16,DF2,6.966153
butter,2,5000,float16,DF2,6.867882
butter,2,5000,float16,DF2,6.863523
butter,2,5000,float16,DF2,6.861055
butter,2,5000,float16,DF2,6.957237
butter,2,5000,float16,DF2,6.860517
butter,2,5000,float16,DF2,6.949919
butter,2,5000,float16,DF2,6.975374
butter,2,5000,float16,DF2,7.053119
butter,2,5000,float16,DF2,6.905053
