filter_name,type,structure,cutoff,order,time_seconds
ellip,double,CASCADE,1000,6,0.412000
ellip,float,DF1,1000,6,1.010000
ellip,float,DF2,1000,6,1.107000
ellip,float,TDF2,1000,6,0.459000
ellip,float,CASCADE,1000,6,0.459000
ellip,double,DF1,2000,6,1.014000
ellip,double,DF2,2000,6,1.116000
ellip,double,TDF2,2000,6,0.412000
ellip,double,CASCADE,2000,6,0.412000
ellip,float,DF1,2000,6,1.009000
ellip,float,DF2,2000,6,1.106000
ellip,float,TDF2,2000,6,0.458000
ellip,float,CASCADE,2000,6,0.458000
ellip,double,DF1,5000,6,1.016000
ellip,double,DF2,5000,6,1.117000
ellip,double,TDF2,5000,6,0.412000
ellip,double,CASCADE,5000,6,0.412000
ellip,float,DF1,5000,6,1.012000
ellip,float,DF2,5000,6,1.118000
ellip,float,TDF2,5000,6,0.460000
ellip,float,CASCADE,5000,6,0.460000
ellip,double,DF1,1000,8,1.428000
ellip,double,DF2,1000,8,1.542000
ellip,double,TDF2,1000,8,0.543000
ellip,double,CASCADE,1000,8,0.543000
ellip,float,DF1,1000,8,1.382000
ellip,float,DF2,1000,8,1.510000
ellip,float,TDF2,1000,8,0.639000
ellip,float,CASCADE,1000,8,0.639000
ellip,double,DF1,2000,8,1.425000
ellip,double,DF2,2000,8,1.541000
ellip,double,TDF2,2000,8,0.538000
ellip,double,CASCADE,2000,8,0.538000
ellip,float,DF1,2000,8,1.376000
ellip,float,DF2,2000,8,1.515000
ellip,float,TDF2,2000,8,0.637000
ellip,float,CASCADE,2000,8,0.637000
ellip,double,DF1,5000,8,1.429000
ellip,double,DF2,5000,8,1.540000
ellip,double,TDF2,5000,8,0.539000
ellip,double,CASCADE,5000,8,0.539000
ellip,float,DF1,5000,8,1.373000
ellip,float,DF2,5000,8,1.518000
ellip,float,TDF2,5000,8,0.639000
ellip,float,CASCADE,5000,8,0.639000
bessel,double,DF1,1000,2,0.420000
bessel,double,DF2,1000,2,0.413000
bessel,double,TDF2,1000,2,0.198000
bessel,double,CASCADE,1000,2,0.198000
bessel,float,DF1,1000,2,0.378000
bessel,float,DF2,1000,2,0.379000
bessel,float,TDF2,1000,2,0.183000
bessel,float,CASCADE,1000,2,0.183000
bessel,double,DF1,2000,2,0.412000
bessel,double,DF2,2000,2,0.417000
bessel,double,TDF2,2000,2,0.197000
bessel,double,CASCADE,2000,2,0.197000
bessel,float,DF1,2000,2,0.378000
bessel,float,DF2,2000,2,0.378000
bessel,float,TDF2,2000,2,0.182000
bessel,float,CASCADE,2000,2,0.182000
bessel,double,DF1,5000,2,0.412000
bessel,double,DF2,5000,2,0.413000
bessel,double,TDF2,5000,2,0.197000
bessel,double,CASCADE,5000,2,0.197000
bessel,float,DF1,5000,2,0.378000
bessel,float,DF2,5000,2,0.378000
bessel,float,TDF2,5000,2,0.182000
bessel,float,CASCADE,5000,2,0.182000
bessel,double,DF1,1000,4,0.707000
bessel,double,DF2,1000,4,0.742000
bessel,double,TDF2,1000,4,0.287000
bessel,double,CASCADE,1000,4,0.287000
bessel,float,DF1,1000,4,0.691000
bessel,float,DF2,1000,4,0.707000
bessel,float,TDF2,1000,4,0.327000
bessel,float,CASCADE,1000,4,0.327000
bessel,double,DF1,2000,4,0.706000
bessel,double,DF2,2000,4,0.739000
bessel,double,TDF2,2000,4,0.288000
bessel,double,CASCADE,2000,4,0.288000
bessel,float,DF1,2000,4,0.695000
bessel,float,DF2,2000,4,0.705000
bessel,float,TDF2,2000,4,0.328000
bessel,float,CASCADE,2000,4,0.328000
bessel,double,DF1,5000,4,0.708000
bessel,double,DF2,5000,4,0.739000
bessel,double,TDF2,5000,4,0.289000
bessel,double,CASCADE,5000,4,0.289000
bessel,float,DF1,5000,4,0.694000
bessel,float,DF2,5000,4,0.704000
bessel,float,TDF2,5000,4,0.327000
bessel,float,CASCADE,5000,4,0.327000
bessel,double,DF1,1000,6,1.009000
bessel,double,DF2,1000,6,1.112000
bessel,double,TDF2,1000,6,0.408000
bessel,double,CASCADE,1000,6,0.408000
bessel,float,DF1,1000,6,1.035000
bessel,float,DF2,1000,6,1.104000
bessel,float,TDF2,1000,6,0.460000
bessel,float,CASCADE,1000,6,0.460000
bessel,double,DF1,2000,6,1.042000
bessel,double,DF2,2000,6,1.110000
bessel,double,TDF2,2000,6,0.410000
bessel,double,CASCADE,2000,6,0.410000
bessel,float,DF1,2000,6,1.011000
bessel,float,DF2,2000,6,1.105000
bessel,float,TDF2,2000,6,0.456000
bessel,float,CASCADE,2000,6,0.456000
bessel,double,DF1,5000,6,1.014000
bessel,double,DF2,5000,6,1.138000
bessel,double,TDF2,5000,6,0.409000
bessel,double,CASCADE,5000,6,0.409000
bessel,float,DF1,5000,6,1.002000
bessel,float,DF2,5000,6,1.107000
bessel,float,TDF2,5000,6,0.457000
bessel,float,CASCADE,5000,6,0.457000
