filter_type,order,cutoff,structure,signal,dtype,MAE
cheby2,4,2000,DF2,random,float16,0.01162858277200237
cheby2,4,2000,TDF2,random,float32,3.227313639043439e-06
cheby2,4,2000,TDF2,random,float16,0.021081471932032102
cheby2,4,2000,CASCADE,random,float32,3.3847380684254995e-07
cheby2,4,2000,CASCADE,random,float16,0.001556569115019802
cheby2,4,5000,DF1,impulse,float32,1.0158793505489562e-10
cheby2,4,5000,DF1,impulse,float16,2.8763396720256086e-06
cheby2,4,5000,DF2,impulse,float32,1.015879355957938e-10
cheby2,4,5000,DF2,impulse,float16,2.876339672026184e-06
cheby2,4,5000,TDF2,impulse,float32,1.0158793605725154e-10
cheby2,4,5000,TDF2,impulse,float16,2.8763396720260664e-06
cheby2,4,5000,CASCADE,impulse,float32,1.1369402918105695e-10
cheby2,4,5000,CASCADE,impulse,float16,9.90869588423261e-07
cheby2,4,5000,DF1,random,float32,9.781787444068657e-08
cheby2,4,5000,DF1,random,float16,0.002294178916203436
cheby2,4,5000,DF2,random,float32,2.942301932679081e-08
cheby2,4,5000,DF2,random,float16,0.0004772814222578238
cheby2,4,5000,TDF2,random,float32,1.1356142257272494e-07
cheby2,4,5000,TDF2,random,float16,0.0010609407079779705
cheby2,4,5000,CASCADE,random,float32,3.442615642612612e-08
cheby2,4,5000,CASCADE,random,float16,0.00020845679833264908
cheby2,6,1000,DF1,impulse,float32,5.462769883952496e-05
cheby2,6,1000,DF1,impulse,float16,nan
cheby2,6,1000,DF2,impulse,float32,5.4627698995228375e-05
cheby2,6,1000,DF2,impulse,float16,nan
cheby2,6,1000,TDF2,impulse,float32,5.46276989244654e-05
cheby2,6,1000,TDF2,impulse,float16,nan
cheby2,6,1000,CASCADE,impulse,float32,9.391063635508101e-09
cheby2,6,1000,CASCADE,impulse,float16,5.864382000908795e-05
cheby2,6,1000,DF1,random,float32,241.56219068707594
cheby2,6,1000,DF1,random,float16,5418922271942.023
cheby2,6,1000,DF2,random,float32,0.002561457307978636
cheby2,6,1000,DF2,random,float16,630086449.5084478
cheby2,6,1000,TDF2,random,float32,0.005864619182478142
cheby2,6,1000,TDF2,random,float16,858494907.8077438
cheby2,6,1000,CASCADE,random,float32,2.715339467648792e-07
cheby2,6,1000,CASCADE,random,float16,0.001321486291382292
cheby2,6,2000,DF1,impulse,float32,6.475212688918805e-07
cheby2,6,2000,DF1,impulse,float16,1.714711782474796e+151
cheby2,6,2000,DF2,impulse,float32,6.475212684265309e-07
cheby2,6,2000,DF2,impulse,float16,1.7147117824720433e+151
cheby2,6,2000,TDF2,impulse,float32,6.475212679120026e-07
cheby2,6,2000,TDF2,impulse,float16,1.714711782471398e+151
cheby2,6,2000,CASCADE,impulse,float32,2.37033927649769e-09
cheby2,6,2000,CASCADE,impulse,float16,2.022966140426724e-05
cheby2,6,2000,DF1,random,float32,0.19106189180032668
cheby2,6,2000,DF1,random,float16,132879.90772856397
cheby2,6,2000,DF2,random,float32,2.3837035823354448e-05
cheby2,6,2000,DF2,random,float16,42.86100257973992
cheby2,6,2000,TDF2,random,float32,6.576474624574044e-05
cheby2,6,2000,TDF2,random,float16,137.26918538562597
cheby2,6,2000,CASCADE,random,float32,1.941442555317141e-07
cheby2,6,2000,CASCADE,random,float16,0.0011920733065229087
cheby2,6,5000,DF1,impulse,float32,1.3709244010569023e-09
cheby2,6,5000,DF1,impulse,float16,2.0701573316316978e-05
cheby2,6,5000,DF2,impulse,float32,1.37092439963068e-09
cheby2,6,5000,DF2,impulse,float16,2.0701573316320695e-05
cheby2,6,5000,TDF2,impulse,float32,1.3709244040267146e-09
cheby2,6,5000,TDF2,impulse,float16,2.0701573316317788e-05
cheby2,6,5000,CASCADE,impulse,float32,6.630052884805864e-10
cheby2,6,5000,CASCADE,impulse,float16,3.1406320844752418e-06
cheby2,6,5000,DF1,random,float32,8.971209038252382e-06
cheby2,6,5000,DF1,random,float16,0.11969700050142348
cheby2,6,5000,DF2,random,float32,1.6513249700405435e-07
cheby2,6,5000,DF2,random,float16,0.003244303025388401
cheby2,6,5000,TDF2,random,float32,5.80354824236129e-07
cheby2,6,5000,TDF2,random,float16,0.005361183176727322
cheby2,6,5000,CASCADE,random,float32,5.925507558429688e-08
cheby2,6,5000,CASCADE,random,float16,0.000523548860978095
cheby2,8,1000,DF1,impulse,float32,1.7557407761000004e+79
cheby2,8,1000,DF1,impulse,float16,nan
cheby2,8,1000,DF2,impulse,float32,1.755740775762434e+79
cheby2,8,1000,DF2,impulse,float16,nan
cheby2,8,1000,TDF2,impulse,float32,1.7557407752236238e+79
cheby2,8,1000,TDF2,impulse,float16,nan
cheby2,8,1000,CASCADE,impulse,float32,1.5937197003811426e-08
cheby2,8,1000,CASCADE,impulse,float16,0.0002292343548868414
cheby2,8,1000,DF1,random,float32,5892439.826471841
cheby2,8,1000,DF1,random,float16,1.2666935337290224e+20
cheby2,8,1000,DF2,random,float32,0.32596254622107323
cheby2,8,1000,DF2,random,float16,9455770729041942.0
cheby2,8,1000,TDF2,random,float32,0.7118532371613808
cheby2,8,1000,TDF2,random,float16,1.19288675632401e+16
cheby2,8,1000,CASCADE,random,float32,4.887147188928353e-07
cheby2,8,1000,CASCADE,random,float16,0.0056074842651702575
cheby2,8,2000,DF1,impulse,float32,4.3152590570475094e-05
cheby2,8,2000,DF1,impulse,float16,nan
cheby2,8,2000,DF2,impulse,float32,4.3152590475703275e-05
cheby2,8,2000,DF2,impulse,float16,nan
cheby2,8,2000,TDF2,impulse,float32,4.315259042944697e-05
cheby2,8,2000,TDF2,impulse,float16,nan
cheby2,8,2000,CASCADE,impulse,float32,3.7945954735599835e-09
cheby2,8,2000,CASCADE,impulse,float16,6.29946648630296e-05
cheby2,8,2000,DF1,random,float32,326.15916830316456
cheby2,8,2000,DF1,random,float16,1294391995342631.2
cheby2,8,2000,DF2,random,float32,0.00082214704451785
cheby2,8,2000,DF2,random,float16,38322031679.00381
cheby2,8,2000,TDF2,random,float32,0.002565207465697581
cheby2,8,2000,TDF2,random,float16,55289526311.2784
cheby2,8,2000,CASCADE,random,float32,2.241405815830988e-07
cheby2,8,2000,CASCADE,random,float16,0.0037885570996869255
cheby2,8,5000,DF1,impulse,float32,4.140502213426289e-08
cheby2,8,5000,DF1,impulse,float16,0.0009452288496210511
cheby2,8,5000,DF2,impulse,float32,4.1405022162976676e-08
cheby2,8,5000,DF2,impulse,float16,0.0009452288496210548
cheby2,8,5000,TDF2,impulse,float32,4.140502214744528e-08
cheby2,8,5000,TDF2,impulse,float16,0.0009452288496210541
cheby2,8,5000,CASCADE,impulse,float32,1.3446168989041057e-09
cheby2,8,5000,CASCADE,impulse,float16,7.33182759466662e-06
cheby2,8,5000,DF1,random,float32,0.001368457037061317
cheby2,8,5000,DF1,random,float16,6.454165906030067
cheby2,8,5000,DF2,random,float32,3.739025842725424e-06
cheby2,8,5000,DF2,random,float16,0.03538705946125772
cheby2,8,5000,TDF2,random,float32,2.401675577559034e-06
cheby2,8,5000,TDF2,random,float16,0.02262696296301018
cheby2,8,5000,CASCADE,random,float32,6.01039845160578e-08
cheby2,8,5000,CASCADE,random,float16,0.00043716086091914687
ellip,2,1000,DF1,impulse,float32,8.376470356914031e-10
ellip,2,1000,DF1,impulse,float16,1.460300025418954e-06
ellip,2,1000,DF2,impulse,float32,8.376470371397999e-10
ellip,2,1000,DF2,impulse,float16,1.4603000254179076e-06
ellip,2,1000,TDF2,impulse,float32,8.37647035689709e-10
ellip,2,1000,TDF2,impulse,float16,1.460300025418954e-06
ellip,2,1000,CASCADE,impulse,float32,8.379590592779526e-10
ellip,2,1000,CASCADE,impulse,float16,1.4696544701080627e-06
ellip,2,1000,DF1,random,float32,3.2237021907091656e-07
ellip,2,1000,DF1,random,float16,0.0006030606192426835
ellip,2,1000,DF2,random,float32,1.2622912805355935e-07
ellip,2,1000,DF2,random,float16,0.00022883790740333017
ellip,2,1000,TDF2,random,float32,1.4613112166248637e-07
ellip,2,1000,TDF2,random,float16,0.00030306803019996756
ellip,2,1000,CASCADE,random,float32,1.2637716428523515e-07
ellip,2,1000,CASCADE,random,float16,0.00022620236997324974
ellip,2,2000,DF1,impulse,float32,1.120050007186848e-10
ellip,2,2000,DF1,impulse,float16,9.184703641758055e-07
ellip,2,2000,DF2,impulse,float32,1.1200500017648042e-10
ellip,2,2000,DF2,impulse,float16,9.184703641754741e-07
ellip,2,2000,TDF2,impulse,float32,1.1200500053550002e-10
ellip,2,2000,TDF2,impulse,float16,9.18470364175656e-07
ellip,2,2000,CASCADE,impulse,float32,1.1202813421995628e-10
ellip,2,2000,CASCADE,impulse,float16,9.09427721242561e-07
ellip,2,2000,DF1,random,float32,3.6509814358189065e-08
ellip,2,2000,DF1,random,float16,0.00027865096795592014
ellip,2,2000,DF2,random,float32,3.123488997698945e-08
ellip,2,2000,DF2,random,float16,0.0002510765541507
ellip,2,2000,TDF2,random,float32,3.673568689925057e-08
ellip,2,2000,TDF2,random,float16,0.00027281951940249746
ellip,2,2000,CASCADE,random,float32,3.1278457640181864e-08
ellip,2,2000,CASCADE,random,float16,0.00025107702107534725
ellip,2,5000,DF1,impulse,float32,1.764119795629058e-11
ellip,2,5000,DF1,impulse,float16,1.5884238993001546e-07
ellip,2,5000,DF2,impulse,float32,1.7641197958520873e-11
ellip,2,5000,DF2,impulse,float16,1.58842389929999e-07
ellip,2,5000,TDF2,impulse,float32,1.764119795629058e-11
ellip,2,5000,TDF2,impulse,float16,1.5884238993001546e-07
ellip,2,5000,CASCADE,impulse,float32,1.7917778962689e-11
ellip,2,5000,CASCADE,impulse,float16,1.694017578739639e-07
ellip,2,5000,DF1,random,float32,1.1269669959040885e-08
ellip,2,5000,DF1,random,float16,8.98218330959346e-05
ellip,2,5000,DF2,random,float32,9.734244115228858e-09
ellip,2,5000,DF2,random,float16,8.4272268232928e-05
ellip,2,5000,TDF2,random,float32,1.1248891756375501e-08
ellip,2,5000,TDF2,random,float16,8.788110543813673e-05
ellip,2,5000,CASCADE,random,float32,1.0427677617393106e-08
ellip,2,5000,CASCADE,random,float16,9.24842456217639e-05
ellip,4,1000,DF1,impulse,float32,2.1393544135761958e-06
ellip,4,1000,DF1,impulse,float16,2.450244538030708e+175
ellip,4,1000,DF2,impulse,float32,2.139354412105531e-06
ellip,4,1000,DF2,impulse,float16,2.4502445380303116e+175
ellip,4,1000,TDF2,impulse,float32,2.139354412084789e-06
ellip,4,1000,TDF2,impulse,float16,2.450244538034002e+175
ellip,4,1000,CASCADE,impulse,float32,6.4882175524012604e-09
ellip,4,1000,CASCADE,impulse,float16,1.9629509443671287e-05
ellip,4,1000,DF1,random,float32,0.14670336623862584
ellip,4,1000,DF1,random,float16,37631.25967127148
ellip,4,1000,DF2,random,float32,4.606087415691254e-05
ellip,4,1000,DF2,random,float16,31.329834121275322
ellip,4,1000,TDF2,random,float32,5.8092248399983226e-05
ellip,4,1000,TDF2,random,float16,8.004719824894018
ellip,4,1000,CASCADE,random,float32,1.9921849753495002e-07
ellip,4,1000,CASCADE,random,float16,0.0010208922299771253
ellip,4,2000,DF1,impulse,float32,1.622871483737581e-07
ellip,4,2000,DF1,impulse,float16,1.0317896988929011e+69
ellip,4,2000,DF2,impulse,float32,1.6228714829300917e-07
ellip,4,2000,DF2,impulse,float16,1.0317896988912633e+69
ellip,4,2000,TDF2,impulse,float32,1.622871484092266e-07
ellip,4,2000,TDF2,impulse,float16,1.0317896988918554e+69
ellip,4,2000,CASCADE,impulse,float32,1.7325019610730805e-09
ellip,4,2000,CASCADE,impulse,float16,2.3118188169406443e-05
ellip,4,2000,DF1,random,float32,0.0016452912163615096
ellip,4,2000,DF1,random,float16,116.04875780208191
ellip,4,2000,DF2,random,float32,1.2184453655068317e-05
ellip,4,2000,DF2,random,float16,0.6568419716364947
ellip,4,2000,TDF2,random,float32,1.2755051735744636e-05
ellip,4,2000,TDF2,random,float16,0.6157593286936346
ellip,4,2000,CASCADE,random,float32,2.1189539250954236e-07
ellip,4,2000,CASCADE,random,float16,0.0015459216013916565
ellip,4,5000,DF1,impulse,float32,2.0263384305544493e-09
ellip,4,5000,DF1,impulse,float16,1.2324977220438825e-05
ellip,4,5000,DF2,impulse,float32,2.02633843461561e-09
ellip,4,5000,DF2,impulse,float16,1.2324977220437977e-05
ellip,4,5000,TDF2,impulse,float32,2.026338437197796e-09
ellip,4,5000,TDF2,impulse,float16,1.232497722043811e-05
ellip,4,5000,CASCADE,impulse,float32,4.1862224216179843e-10
ellip,4,5000,CASCADE,impulse,float16,5.135350524851099e-06
ellip,4,5000,DF1,random,float32,1.505559331592618e-06
ellip,4,5000,DF1,random,float16,0.009555738930640106
ellip,4,5000,DF2,random,float32,2.2414854327437034e-07
ellip,4,5000,DF2,random,float16,0.001469992237321465
ellip,4,5000,TDF2,random,float32,3.1005970694913954e-07
ellip,4,5000,TDF2,random,float16,0.001660064006201977
ellip,4,5000,CASCADE,random,float32,6.899717185111093e-08
ellip,4,5000,CASCADE,random,float16,0.0007616760491852072
ellip,6,1000,DF1,impulse,float32,257481144.6387868
ellip,6,1000,DF1,impulse,float16,nan
ellip,6,1000,DF2,impulse,float32,257481144.49265754
ellip,6,1000,DF2,impulse,float16,nan
ellip,6,1000,TDF2,impulse,float32,257481143.72599846
ellip,6,1000,TDF2,impulse,float16,nan
ellip,6,1000,CASCADE,impulse,float32,1.0171394081402405e-07
ellip,6,1000,CASCADE,impulse,float16,5.999611609457363e-05
ellip,6,1000,DF1,random,float32,8687.709668009953
ellip,6,1000,DF1,random,float16,2076207425494972.8
ellip,6,1000,DF2,random,float32,0.007066092610212346
ellip,6,1000,DF2,random,float16,232875701954.74173
ellip,6,1000,TDF2,random,float32,0.015319209620657826
ellip,6,1000,TDF2,random,float16,500710377493.7261
ellip,6,1000,CASCADE,random,float32,3.1916088839466923e-07
ellip,6,1000,CASCADE,random,float16,0.001163645411211093
ellip,6,2000,DF1,impulse,float32,0.0019742407283097254
ellip,6,2000,DF1,impulse,float16,nan
ellip,6,2000,DF2,impulse,float32,0.0019742407274814027
ellip,6,2000,DF2,impulse,float16,nan
ellip,6,2000,TDF2,impulse,float32,0.001974240730732507
ellip,6,2000,TDF2,impulse,float16,nan
ellip,6,2000,CASCADE,impulse,float32,1.91300716578308e-08
ellip,6,2000,CASCADE,impulse,float16,0.0001525131997728414
ellip,6,2000,DF1,random,float32,54.978695950828616
ellip,6,2000,DF1,random,float16,241627656268.86536
ellip,6,2000,DF2,random,float32,0.0009375364717413641
ellip,6,2000,DF2,random,float16,130468978.25575499
ellip,6,2000,TDF2,random,float32,0.0008909988012682808
ellip,6,2000,TDF2,random,float16,130606262.73723628
ellip,6,2000,CASCADE,random,float32,2.5285481935758555e-07
ellip,6,2000,CASCADE,random,float16,0.0036210806938509433
ellip,6,5000,DF1,impulse,float32,2.941731610663179e-06
ellip,6,5000,DF1,impulse,float16,5.0963245693816384e+72
ellip,6,5000,DF2,impulse,float32,2.941731607808938e-06
ellip,6,5000,DF2,impulse,float16,5.0963245693674326e+72
ellip,6,5000,TDF2,impulse,float32,2.9417316047781137e-06
ellip,6,5000,TDF2,impulse,float16,5.096324569371563e+72
ellip,6,5000,CASCADE,impulse,float32,3.55432817874507e-09
ellip,6,5000,CASCADE,impulse,float16,2.6351338191124687e-05
ellip,6,5000,DF1,random,float32,0.028261401756309406
ellip,6,5000,DF1,random,float16,315.96056576359183
ellip,6,5000,DF2,random,float32,1.7419325512238875e-05
ellip,6,5000,DF2,random,float16,0.9505997456701535
ellip,6,5000,TDF2,random,float32,1.7572844379204358e-05
ellip,6,5000,TDF2,random,float16,1.1748203225657192
ellip,6,5000,CASCADE,random,float32,1.983435135646805e-08
ellip,6,5000,CASCADE,random,float16,0.0004269022369923954
ellip,8,1000,DF1,impulse,float32,8.12561281614114e+95
ellip,8,1000,DF1,impulse,float16,nan
ellip,8,1000,DF2,impulse,float32,8.125613788336745e+95
ellip,8,1000,DF2,impulse,float16,nan
ellip,8,1000,TDF2,impulse,float32,8.125612730096098e+95
ellip,8,1000,TDF2,impulse,float16,nan
ellip,8,1000,CASCADE,impulse,float32,1.15523478451929e-07
ellip,8,1000,CASCADE,impulse,float16,0.00026112350695863895
ellip,8,1000,DF1,random,float32,45405285.387066305
ellip,8,1000,DF1,random,float16,1.7682003402067997e+20
ellip,8,1000,DF2,random,float32,2.512124481765397
ellip,8,1000,DF2,random,float16,1.1891283529636544e+16
ellip,8,1000,TDF2,random,float32,7.005270181672828
ellip,8,1000,TDF2,random,float16,1.9539407022183056e+16
ellip,8,1000,CASCADE,random,float32,2.395409013138464e-07
ellip,8,1000,CASCADE,random,float16,0.0006449169663790192
ellip,8,2000,DF1,impulse,float32,4.4465921965275014e+73
ellip,8,2000,DF1,impulse,float16,nan
ellip,8,2000,DF2,impulse,float32,4.4465922456850374e+73
ellip,8,2000,DF2,impulse,float16,nan
ellip,8,2000,TDF2,impulse,float32,4.4465922240320005e+73
ellip,8,2000,TDF2,impulse,float16,nan
ellip,8,2000,CASCADE,impulse,float32,6.58712103733992e-08
ellip,8,2000,CASCADE,impulse,float16,0.0005790104702174436
ellip,8,2000,DF1,random,float32,1629601.242193873
ellip,8,2000,DF1,random,float16,5.360244393143408e+20
ellip,8,2000,DF2,random,float32,0.5713345901364656
ellip,8,2000,DF2,random,float16,1.9207547680546656e+16
ellip,8,2000,TDF2,random,float32,0.5180549321309575
ellip,8,2000,TDF2,random,float16,2.7791619586195828e+16
ellip,8,2000,CASCADE,random,float32,2.1191289066829766e-07
ellip,8,2000,CASCADE,random,float16,0.00401685992852763
ellip,8,5000,DF1,impulse,float32,534412440.0507487
ellip,8,5000,DF1,impulse,float16,nan
ellip,8,5000,DF2,impulse,float32,534412439.4951613
ellip,8,5000,DF2,impulse,float16,nan
ellip,8,5000,TDF2,impulse,float32,534412439.96831703
ellip,8,5000,TDF2,impulse,float16,nan
ellip,8,5000,CASCADE,impulse,float32,2.141165030209051e-08
ellip,8,5000,CASCADE,impulse,float16,0.00014272120796487165
ellip,8,5000,DF1,random,float32,160.73517381778146
ellip,8,5000,DF1,random,float16,821960036.5108365
ellip,8,5000,DF2,random,float32,0.001906002227442407
ellip,8,5000,DF2,random,float16,76396.00919331588
ellip,8,5000,TDF2,random,float32,0.002315172192521626
ellip,8,5000,TDF2,random,float16,77946.72910665355
ellip,8,5000,CASCADE,random,float32,8.848831007074454e-08
ellip,8,5000,CASCADE,random,float16,0.0006941161599431609
bessel,2,1000,DF1,impulse,float32,4.373028136668545e-11
bessel,2,1000,DF1,impulse,float16,3.973688977477091e-06
bessel,2,1000,DF2,impulse,float32,4.3730282171333605e-11
bessel,2,1000,DF2,impulse,float16,3.973688977475959e-06
bessel,2,1000,TDF2,impulse,float32,4.373028136668545e-11
bessel,2,1000,TDF2,impulse,float16,3.973688977477091e-06
bessel,2,1000,CASCADE,impulse,float32,4.531256932240501e-11
bessel,2,1000,CASCADE,impulse,float16,3.987126773798714e-06
bessel,2,1000,DF1,random,float32,6.46313132414509e-09
bessel,2,1000,DF1,random,float16,0.0005797594050474237
bessel,2,1000,DF2,random,float32,5.5147578238961666e-09
bessel,2,1000,DF2,random,float16,0.0005735893662818603
bessel,2,1000,TDF2,random,float32,6.423547416052567e-09
bessel,2,1000,TDF2,random,float16,0.0005738501498354664
bessel,2,1000,CASCADE,random,float32,5.727704784533978e-09
bessel,2,1000,CASCADE,random,float16,0.0005755316834976207
bessel,2,2000,DF1,impulse,float32,2.3083708953821752e-10
bessel,2,2000,DF1,impulse,float16,3.020872161910669e-08
bessel,2,2000,DF2,impulse,float32,2.3083708963315156e-10
bessel,2,2000,DF2,impulse,float16,3.0208721618993106e-08
bessel,2,2000,TDF2,impulse,float32,2.308370895901264e-10
bessel,2,2000,TDF2,impulse,float16,3.020872161919052e-08
bessel,2,2000,CASCADE,impulse,float32,2.3146424569480543e-10
bessel,2,2000,CASCADE,impulse,float16,5.712774551779427e-08
bessel,2,2000,DF1,random,float32,6.549040945949547e-08
bessel,2,2000,DF1,random,float16,2.682978052006818e-05
bessel,2,2000,DF2,random,float32,6.717221730562998e-08
bessel,2,2000,DF2,random,float16,1.9280616970288178e-05
bessel,2,2000,TDF2,random,float32,6.64767231565869e-08
bessel,2,2000,TDF2,random,float16,2.7010384675147212e-05
bessel,2,2000,CASCADE,random,float32,6.790470088541886e-08
bessel,2,2000,CASCADE,random,float16,2.5440984949097773e-05
bessel,2,5000,DF1,impulse,float32,2.7146537720314382e-11
bessel,2,5000,DF1,impulse,float16,1.0787093866540212e-07
bessel,2,5000,DF2,impulse,float32,2.7146537635822048e-11
bessel,2,5000,DF2,impulse,float16,1.0787093866545325e-07
bessel,2,5000,TDF2,impulse,float32,2.714653764462671e-11
bessel,2,5000,TDF2,impulse,float16,1.0787093866542329e-07
bessel,2,5000,CASCADE,impulse,float32,3.082487496479003e-11
bessel,2,5000,CASCADE,impulse,float16,8.107205171247474e-08
bessel,2,5000,DF1,random,float32,1.4335952079258183e-08
bessel,2,5000,DF1,random,float16,6.944560012981349e-05
bessel,2,5000,DF2,random,float32,1.3482179233035088e-08
bessel,2,5000,DF2,random,float16,6.69064762742115e-05
bessel,2,5000,TDF2,random,float32,1.4531762920488855e-08
bessel,2,5000,TDF2,random,float16,6.898340351102497e-05
bessel,2,5000,CASCADE,random,float32,1.4030324514335488e-08
bessel,2,5000,CASCADE,random,float16,7.051681199883101e-05
bessel,4,1000,DF1,impulse,float32,1.4552768239473405e-07
bessel,4,1000,DF1,impulse,float16,2.575239650033479e+190
bessel,4,1000,DF2,impulse,float32,1.455276823584569e-07
bessel,4,1000,DF2,impulse,float16,2.5752396500319475e+190
bessel,4,1000,TDF2,impulse,float32,1.4552768241078752e-07
bessel,4,1000,TDF2,impulse,float16,2.5752396500314327e+190
bessel,4,1000,CASCADE,impulse,float32,1.592775520582861e-09
bessel,4,1000,CASCADE,impulse,float16,3.186503094142163e-06
bessel,4,1000,DF1,random,float32,1.301812237800877e-05
bessel,4,1000,DF1,random,float16,21.084041644493396
bessel,4,1000,DF2,random,float32,1.0173142504591719e-05
bessel,4,1000,DF2,random,float16,3.110989163094701
bessel,4,1000,TDF2,random,float32,1.0173090050747723e-05
bessel,4,1000,TDF2,random,float16,3.1182077942684225
bessel,4,1000,CASCADE,random,float32,1.7167670840872652e-07
bessel,4,1000,CASCADE,random,float16,0.00020882449765191824
bessel,4,2000,DF1,impulse,float32,5.449515915596935e-09
bessel,4,2000,DF1,impulse,float16,7.740004219947633e-05
bessel,4,2000,DF2,impulse,float32,5.449515906730017e-09
bessel,4,2000,DF2,impulse,float16,7.740004219947521e-05
bessel,4,2000,TDF2,impulse,float32,5.449515908195397e-09
bessel,4,2000,TDF2,impulse,float16,7.740004219946313e-05
bessel,4,2000,CASCADE,impulse,float32,2.2049580976184225e-10
bessel,4,2000,CASCADE,impulse,float16,3.1955571951448386e-06
bessel,4,2000,DF1,random,float32,1.1637762499406126e-06
bessel,4,2000,DF1,random,float16,0.013431392282828351
bessel,4,2000,DF2,random,float32,1.1567793000483789e-06
bessel,4,2000,DF2,random,float16,0.013014263092708039
bessel,4,2000,TDF2,random,float32,1.1571378403596283e-06
bessel,4,2000,TDF2,random,float16,0.013016349805789598
bessel,4,2000,CASCADE,random,float32,5.202139027734511e-08
bessel,4,2000,CASCADE,random,float16,0.0007870436320895302
bessel,4,5000,DF1,impulse,float32,1.264824457035741e-10
bessel,4,5000,DF1,impulse,float16,3.9982563607091614e-07
bessel,4,5000,DF2,impulse,float32,1.26482445582416e-10
bessel,4,5000,DF2,impulse,float16,3.9982563607156745e-07
bessel,4,5000,TDF2,impulse,float32,1.2648244557072595e-10
bessel,4,5000,TDF2,impulse,float16,3.998256360712331e-07
bessel,4,5000,CASCADE,impulse,float32,2.620669130700455e-11
bessel,4,5000,CASCADE,impulse,float16,1.3184776830935958e-07
bessel,4,5000,DF1,random,float32,5.298762712551905e-08
bessel,4,5000,DF1,random,float16,0.00017419053024244507
bessel,4,5000,DF2,random,float32,5.409280870822533e-08
bessel,4,5000,DF2,random,float16,0.000174653667540113
bessel,4,5000,TDF2,random,float32,5.413512993964918e-08
bessel,4,5000,TDF2,random,float16,0.00017719050384099096
bessel,4,5000,CASCADE,random,float32,1.1927503626690382e-08
bessel,4,5000,CASCADE,random,float16,6.766215869335664e-05
bessel,6,1000,DF1,impulse,float32,2.0531105956320934e-05
bessel,6,1000,DF1,impulse,float16,nan
bessel,6,1000,DF2,impulse,float32,2.053110595940143e-05
bessel,6,1000,DF2,impulse,float16,nan
bessel,6,1000,TDF2,impulse,float32,2.0531105939869518e-05
bessel,6,1000,TDF2,impulse,float16,nan
bessel,6,1000,CASCADE,impulse,float32,3.0455746918987407e-10
bessel,6,1000,CASCADE,impulse,float16,5.565822054711917e-06
bessel,6,1000,DF1,random,float32,0.0014330301063514423
bessel,6,1000,DF1,random,float16,123706542.66809669
bessel,6,1000,DF2,random,float32,0.0008196940467181895
bessel,6,1000,DF2,random,float16,64430068.766943
bessel,6,1000,TDF2,random,float32,0.0008196948083713547
bessel,6,1000,TDF2,random,float16,61765082.441377975
bessel,6,1000,CASCADE,random,float32,2.1375559397385577e-08
bessel,6,1000,CASCADE,random,float16,0.00025817735380040017
bessel,6,2000,DF1,impulse,float32,1.063646468317989e-06
bessel,6,2000,DF1,impulse,float16,5.714687238486483e+268
bessel,6,2000,DF2,impulse,float32,1.06364646785959e-06
bessel,6,2000,DF2,impulse,float16,5.7146872384900726e+268
bessel,6,2000,TDF2,impulse,float32,1.0636464683003228e-06
bessel,6,2000,TDF2,impulse,float16,5.7146872384933256e+268
bessel,6,2000,CASCADE,impulse,float32,2.052183080238004e-10
bessel,6,2000,CASCADE,impulse,float16,3.058874051980006e-06
bessel,6,2000,DF1,random,float32,0.00019326025506804796
bessel,6,2000,DF1,random,float16,779.4827619492568
bessel,6,2000,DF2,random,float32,0.00017484148738771335
bessel,6,2000,DF2,random,float16,1076.9550247053164
bessel,6,2000,TDF2,random,float32,0.000174842034414082
bessel,6,2000,TDF2,random,float16,1077.2426449119685
bessel,6,2000,CASCADE,random,float32,4.534947435186505e-08
bessel,6,2000,CASCADE,random,float16,0.0007007863936673148
bessel,6,5000,DF1,impulse,float32,3.464571919627631e-09
bessel,6,5000,DF1,impulse,float16,1.3923903957322145e-05
bessel,6,5000,DF2,impulse,float32,3.4645719216462834e-09
bessel,6,5000,DF2,impulse,float16,1.3923903957320742e-05
bessel,6,5000,TDF2,impulse,float32,3.464571921009746e-09
bessel,6,5000,TDF2,impulse,float16,1.39239039573182e-05
bessel,6,5000,CASCADE,impulse,float32,2.4934536218555716e-11
bessel,6,5000,CASCADE,impulse,float16,8.644379234726225e-07
bessel,6,5000,DF1,random,float32,1.2561650475902478e-06
bessel,6,5000,DF1,random,float16,0.005005019389644817
bessel,6,5000,DF2,random,float32,1.28045247168223e-06
bessel,6,5000,DF2,random,float16,0.005070932551789762
bessel,6,5000,TDF2,random,float32,1.2798173955276006e-06
bessel,6,5000,TDF2,random,float16,0.005060724747927
bessel,6,5000,CASCADE,random,float32,9.196478831174307e-09
bessel,6,5000,CASCADE,random,float16,0.0003761094948751391
bessel,8,1000,DF1,impulse,float32,1.7874397595783233e+76
bessel,8,1000,DF1,impulse,float16,0.0002469803297671207
bessel,8,1000,DF2,impulse,float32,1.7874397185401226e+76
bessel,8,1000,DF2,impulse,float16,nan
bessel,8,1000,TDF2,impulse,float32,1.7874397623771566e+76
bessel,8,1000,TDF2,impulse,float16,0.0002469803294856693
bessel,8,1000,CASCADE,impulse,float32,1.4988986800309506e-09
bessel,8,1000,CASCADE,impulse,float16,0.00024698034125717166
bessel,8,1000,DF1,random,float32,0.06937645926017952
bessel,8,1000,DF1,random,float16,0.02469056725007744
